now_us,bytes_acked,mss,rtt_us,tp_delivered_rate,tp_rate_interval_us,tp_delivered,lost,retrans,app_limited
0,1308,1308,671395,0,0,2,0,0,0
40472,2616,1308,711867,1,671395,3,0,0,1
79544,3924,1308,750934,2,711867,4,0,0,1
120041,5232,1308,791431,3,750939,5,0,0,1
160550,6540,1308,831867,4,791436,6,0,0,1
200329,7848,1308,871646,5,831945,7,0,0,1
238604,10464,1308,909921,6,871724,9,0,0,1
280827,11772,1308,952090,8,909999,10,0,0,1
316487,13080,1308,987750,9,952222,11,0,0,1
640321,14388,1308,640265,10,987882,12,0,0,1
679887,15696,1308,679831,10,671451,13,0,0,0
720013,17004,1308,679504,11,679887,14,0,0,0
760270,18312,1308,719761,11,711904,15,0,0,0
797149,19620,1308,713550,12,719798,16,0,0,0
841138,20928,1308,757539,12,754989,17,0,0,0
880081,22236,1308,745396,13,761594,18,0,0,0
917653,23544,1308,782968,13,806075,19,0,0,0
959617,24852,1308,776358,14,806075,20,0,0,0
997293,26160,1308,814034,14,854576,21,0,0,0
1040124,27468,1308,810263,15,854576,22,0,0,0
1079550,28776,1308,849689,15,901178,23,0,0,0
1117243,30084,1308,842345,16,901178,24,0,0,0
1160777,31392,1308,885879,15,946215,25,0,0,0
1199957,34008,1308,883711,16,946215,27,0,0,0
1240195,36624,1308,882601,18,987563,29,0,0,0
1280267,37932,1308,882134,19,1028857,30,0,0,0
1320182,39240,1308,922049,19,1069396,31,0,0,0
1360047,40548,1308,719663,20,1069396,32,0,0,0
1400190,41856,1308,720268,20,719726,33,0,0,0
1440230,43164,1308,760308,20,720303,34,0,0,0
1479991,44472,1308,759924,21,760343,35,0,0,0
1520191,45780,1308,800124,21,759978,36,0,0,0
1560177,47088,1308,799851,22,800178,37,0,0,0
1600047,48396,1308,839721,22,799907,38,0,0,0
1640926,49704,1308,843724,23,839777,39,0,0,0
1680015,51012,1308,882813,23,843777,40,0,0,0
1719592,52320,1308,878398,24,882866,41,0,0,0
1760100,53628,1308,918906,24,878454,42,0,0,0
1799956,56244,1308,919821,25,918962,44,0,0,0
1840734,57552,1308,923025,26,919875,45,0,0,0
1880139,58860,1308,962430,26,923081,46,0,0,0
1920238,60168,1308,960569,27,962486,47,0,0,0
1960082,61476,1308,1000413,27,960621,48,0,0,0
2000185,62784,1308,1002837,28,1000465,49,0,0,0
2039956,64092,1308,1042608,28,1002892,50,0,0,0
2080145,65400,1308,1039968,29,1042663,51,0,0,0
2119356,66708,1308,1079179,29,1040021,52,0,0,0
2160086,68016,1308,1080480,30,1079232,53,0,0,0
2199393,69324,1308,1119787,30,1080536,54,0,0,0
2239733,70632,1308,1122436,31,1119843,55,0,0,0
2281628,71940,1308,1164331,31,1122490,56,0,0,0
2319447,73248,1308,1190237,32,1164385,57,0,0,0
2360696,74556,1308,1199863,33,1202204,58,0,0,0
2400251,75864,1308,1239418,33,1199919,59,0,0,0
2439120,77172,1308,1239106,34,1239474,60,0,0,0
2480198,78480,1308,1280184,33,1239163,61,0,0,0
2520176,81096,1308,1308921,34,1280241,63,0,0,0
2560962,82404,1308,1320711,36,1320219,64,0,0,0
2600152,83712,1308,1359901,35,1320767,65,0,0,0
2640133,85020,1308,1384856,36,1359957,66,0,0,0
2640621,86328,1308,1385344,37,1399938,67,0,0,0
2679434,87636,1308,1399114,38,1400426,68,0,0,0
2679649,88944,1308,1399329,38,1399167,69,0,0,0
2679704,90252,1308,1359466,39,1399382,70,0,0,0
2719369,91560,1308,1399131,39,1359522,71,0,0,0
2719479,94176,1308,1359377,40,1399187,73,0,0,0
2719519,95484,1308,1319275,41,1359432,74,0,0,0
2759569,96792,1308,1359325,41,1319329,75,0,0,0
2759659,98100,1308,1319372,42,1359379,76,0,0,0
2800096,99408,1308,1359809,42,1319429,77,0,0,0
2800205,102024,1308,1320161,43,1359866,79,0,0,0
2800532,103332,1308,1280286,44,1320214,80,0,0,0
2839522,104640,1308,1319276,44,1280341,81,0,0,0
2839593,105948,1308,1279362,45,1319331,82,0,0,0
2839624,107256,1308,1239521,45,1279416,83,0,0,0
2879862,108564,1308,1279759,45,1239577,84,0,0,0
2879932,109872,1308,1238952,46,1279815,85,0,0,0
2879963,111180,1308,1238983,46,1239006,86,0,0,0
2920194,112488,1308,1240146,47,1239037,87,0,0,0
2920567,113796,1308,1240519,47,1240179,88,0,0,0
2959385,115104,1308,1239721,48,1240552,89,0,0,0
2959473,116412,1308,1239809,48,1239793,90,0,0,0
2959507,117720,1308,1199350,49,1239881,91,0,0,0
2999749,119028,1308,1239592,49,1199407,92,0,0,0
2999839,120336,1308,1199827,50,1239649,93,0,0,0
2999917,121644,1308,1199905,49,1199883,94,0,0,0
3039179,122952,1308,1231169,50,1199961,95,0,0,0
3039268,124260,1308,1231258,51,1239223,96,0,0,0
3079336,125568,1308,1238539,52,1239312,97,0,0,0
3079443,126876,1308,1238646,52,1238602,98,0,0,0
3079481,128184,1308,1199285,53,1238709,99,0,0,0
3119597,129492,1308,1239401,53,1199342,100,0,0,0
3119691,130800,1308,1199398,54,1239458,101,0,0,0
3119789,132108,1308,1199496,54,1199453,102,0,0,0
3160130,133416,1308,1199991,55,1199551,103,0,0,0
3160227,134724,1308,1200088,55,1200048,104,0,0,0
3160268,136032,1308,1160020,56,1200145,105,0,0,0
3199600,137340,1308,1199352,56,1160083,106,0,0,0
3199700,138648,1308,1191610,57,1199415,107,0,0,0
3239728,139956,1308,1199715,58,1199515,108,0,0,0
3239826,141264,1308,1199813,58,1199772,109,0,0,0
3239867,143880,1308,1159668,59,1199870,111,0,0,0
3279100,145188,1308,1159680,60,1159722,112,0,0,0
3279242,146496,1308,1159822,60,1159744,113,0,0,0
3279289,149112,1308,1119148,61,1159886,115,0,0,0
3320115,151728,1308,1120666,62,1119203,117,0,0,0
3320229,154344,1308,1080441,63,1120722,119,0,0,0
3320269,155652,1308,1038583,64,1122491,120,0,0,0
3320297,156960,1308,1038611,64,1164389,121,0,0,0
3359814,158268,1308,1040312,65,1164389,122,0,0,0
3359903,159576,1308,1040401,65,1190292,123,0,0,0
3359937,160884,1308,999189,66,1190292,124,0,0,0
3399395,162192,1308,1038647,66,1199915,125,0,0,0
3399496,164808,1308,999173,67,1199915,127,0,0,0
3399569,166116,1308,960395,68,1239490,128,0,0,0
3440062,167424,1308,1000888,68,1239160,129,0,0,0
3440162,168732,1308,959906,69,1239160,130,0,0,0
3440203,170040,1308,959947,69,1280242,131,0,0,0
3479792,171348,1308,959561,70,1280242,132,0,0,0
3479892,172656,1308,955663,69,1308976,133,0,0,0
3479934,173964,1308,955705,70,1312974,134,0,0,0
3479964,175272,1308,918948,71,1312974,135,0,0,0
3518855,176580,1308,957839,71,1320765,136,0,0,0
3518976,177888,1308,918767,72,1320765,137,0,0,0
3519017,179196,1308,918808,72,1359958,138,0,0,0
3560048,180504,1308,919861,73,1359958,139,0,0,0
3560147,181812,1308,919960,73,1384910,140,0,0,0
3560189,184428,1308,911871,74,1384910,142,0,0,0
3599511,185736,1308,920043,75,1393041,143,0,0,0
3599610,187044,1308,920142,75,1399148,144,0,0,0
3599661,188352,1308,912010,76,1399148,145,0,0,0
3599689,189660,1308,912038,76,1407331,146,0,0,0
3639420,192276,1308,935391,77,1407331,148,0,0,0
3639530,193584,1308,919200,78,1383791,149,0,0,0
3639575,194892,1308,919245,78,1400092,150,0,0,0
3679673,196200,1308,943071,79,1400092,151,0,0,0
3679764,197508,1308,943162,78,1376500,152,0,0,0
3680027,198816,1308,927463,79,1376500,153,0,0,0
3719376,200124,1308,966812,79,1352320,154,0,0,0
3719475,201432,1308,951125,80,1352320,155,0,0,0
3719518,202740,1308,951168,81,1368106,156,0,0,0
3759468,204048,1308,975333,82,1368106,157,0,0,0
3759570,205356,1308,967542,83,1383891,158,0,0,0
3759609,206664,1308,967581,83,1391784,159,0,0,0
3759640,209280,1308,951941,84,1391784,161,0,0,0
3799068,210588,1308,975878,85,1367412,162,0,0,0
3799109,211896,1308,975919,85,1382903,163,0,0,0
3799126,213204,1308,960563,86,1382903,164,0,0,0
3839840,214512,1308,1001277,84,1318317,165,0,0,0
3839998,215820,1308,986641,85,1318317,166,0,0,0
3840046,217128,1308,986689,86,1333111,167,0,0,0
3879728,218436,1308,1011577,87,1333111,168,0,0,0
3879827,219744,1308,1011676,88,1347905,169,0,0,0
3879871,221052,1308,996926,89,1347905,170,0,0,0
3879900,222360,1308,996955,87,1282842,171,0,0,0
3919333,223668,1308,1022223,88,1282842,172,0,0,0
3919452,224976,1308,1022342,89,1297007,173,0,0,0
3959370,226284,1308,1048094,90,1297007,174,0,0,0
3959492,227592,1308,1048216,88,1270296,175,0,0,0
3999719,230208,1308,1074908,89,1270296,177,0,0,0
3999831,231516,1308,1061484,91,1283831,178,0,0,0
4040303,232824,1308,1101956,92,1297367,179,0,0,0
4040731,234132,1308,1088848,93,1297367,180,0,0,0
4080128,235440,1308,1128245,92,1271835,181,0,0,0
4080230,236748,1308,1115200,93,1271835,182,0,0,0
4119428,238056,1308,1147825,94,1284982,183,0,0,0
4119865,239364,1308,1148262,95,1291555,184,0,0,0
4159085,240672,1308,1174335,96,1291555,185,0,0,0
4159190,241980,1308,1174440,96,1265086,186,0,0,0
4159232,243288,1308,1161515,97,1265086,187,0,0,0
4199111,244596,1308,1201394,96,1237560,188,0,0,0
4199213,245904,1308,1188911,97,1239604,189,0,0,0
4239669,247212,1308,1229367,98,1250145,190,0,0,0
4239770,248520,1308,1216884,99,1280162,191,0,0,0
4279271,249828,1308,1256385,99,1262729,192,0,0,0
4279399,251136,1308,1244076,100,1279522,193,0,0,0
4319821,252444,1308,1284498,99,1279482,194,0,0,0
4319922,253752,1308,1272532,100,1319904,195,0,0,0
4359527,255060,1308,1312137,101,1320005,196,0,0,0
4359628,256368,1308,1300170,102,1359610,197,0,0,0
4400128,257676,1308,1340670,102,1320449,198,0,0,0
4400228,258984,1308,1328833,103,1360949,199,0,0,0
4439757,260292,1308,1368362,103,1360960,200,0,0,0
4439871,261600,1308,1356665,104,1400489,201,0,0,0
4478883,262908,1308,1395677,104,1360535,202,0,0,0
4478988,264216,1308,1384084,105,1399547,203,0,0,0
4479055,265524,1308,1384151,105,1399545,204,0,0,0
4519846,266832,1308,1413355,106,1399612,205,0,0,0
4519944,268140,1308,1413453,106,1440365,206,0,0,0
4559645,269448,1308,1441721,107,1440463,207,0,0,0
4559747,270756,1308,1436107,108,1480164,208,0,0,0
4559787,272064,1308,1436147,108,1440150,209,0,0,0
4559818,273372,1308,1424844,109,1440190,210,0,0,0
4559869,274680,1308,1424895,109,1440127,211,0,0,0
4559903,275988,1308,1413740,110,1440178,212,0,0,0
4599123,277296,1308,1452960,110,1440114,213,0,0,0
4599224,278604,1308,1439038,111,1479334,214,0,0,0
4599278,279912,1308,1439092,111,1439094,215,0,0,0
4599309,281220,1308,1431168,112,1439148,216,0,0,0
4599336,282528,1308,1431195,112,1439082,217,0,0,0
4599961,283836,1308,1421018,113,1439109,218,0,0,0
4639457,285144,1308,1460514,113,1439693,219,0,0,0
4639558,287760,1308,1439899,114,1479189,221,0,0,0
4639599,289068,1308,1434674,115,1439958,222,0,0,0
4639628,290376,1308,1434703,115,1439899,223,0,0,0
4639656,292992,1308,1399871,116,1439928,225,0,0,0
4639684,295608,1308,1394738,117,1399928,227,0,0,0
4679538,296916,1308,1424365,118,1399858,228,0,0,0
4679597,298224,1308,1424424,117,1439671,229,0,0,0
4679630,299532,1308,1414450,118,1439730,230,0,0,0
4679657,300840,1308,1414477,119,1439763,231,0,0,0
4679685,302148,1308,1400530,120,1439790,232,0,0,0
4679711,303456,1308,1398085,120,1400585,233,0,0,0
4679737,304764,1308,1398111,120,1400469,234,0,0,0
4719199,306072,1308,1427809,121,1400495,235,0,0,0
4719225,307380,1308,1427835,120,1439910,236,0,0,0
4719234,308688,1308,1418310,121,1439936,237,0,0,0
4719242,309996,1308,1418318,122,1439945,238,0,0,0
4719250,311304,1308,1399076,123,1439953,239,0,0,0
4719258,312612,1308,1399084,122,1399135,240,0,0,0
4759446,313920,1308,1434612,123,1399143,241,0,0,0
4759534,315228,1308,1434700,124,1439331,242,0,0,0
4759567,316536,1308,1425411,125,1439419,243,0,0,0
4759601,317844,1308,1425445,122,1439270,244,0,0,0
4759629,320460,1308,1416753,123,1439304,246,0,0,0
4759656,321768,1308,1408059,125,1439332,247,0,0,0
4799441,323076,1308,1447844,126,1439359,248,0,0,0
4799530,324384,1308,1439213,127,1479144,249,0,0,0
4799575,325692,1308,1439258,128,1479233,250,0,0,0
4799631,327000,1308,1430593,129,1479278,251,0,0,0
4799659,328308,1308,1430621,129,1439817,252,0,0,0
4799688,329616,1308,1422085,130,1439845,253,0,0,0
4839421,330924,1308,1461818,129,1439751,254,0,0,0
4839511,332232,1308,1453655,130,1479484,255,0,0,0
4839549,333540,1308,1453693,131,1479574,256,0,0,0
4839587,334848,1308,1445477,132,1479612,257,0,0,0
4839963,337464,1308,1440510,133,1479650,259,0,0,0
4840013,338772,1308,1433640,134,1440568,260,0,0,0
4879593,340080,1308,1473220,133,1440517,261,0,0,0
4879694,341388,1308,1465387,134,1480097,262,0,0,0
4879734,342696,1308,1465427,134,1480125,263,0,0,0
4879768,344004,1308,1457694,135,1480165,264,0,0,0
4879796,345312,1308,1457722,136,1480199,265,0,0,0
4879823,346620,1308,1439702,137,1480227,266,0,0,0
4879874,347928,1308,1439753,137,1439761,267,0,0,0
4919130,349236,1308,1475182,138,1439812,268,0,0,0
4919230,350544,1308,1475282,138,1478968,269,0,0,0
4919272,351852,1308,1467812,139,1479068,270,0,0,0
4919301,353160,1308,1467841,139,1479069,271,0,0,0
4919328,355776,1308,1439478,140,1479098,273,0,0,0
4919356,357084,1308,1435874,141,1439536,274,0,0,0
4957156,358392,1308,1473674,141,1439464,275,0,0,0
4957255,361008,1308,1466619,142,1477264,277,0,0,0
4957309,362316,1308,1459749,142,1477291,278,0,0,0
4957518,363624,1308,1459958,143,1477345,279,0,0,0
4957569,364932,1308,1438635,144,1477554,280,0,0,0
4959528,366240,1308,1440594,144,1438714,281,0,0,0
4999771,367548,1308,1477416,145,1440673,282,0,0,0
4999874,368856,1308,1474152,145,1480795,283,0,0,0
4999915,370164,1308,1474193,145,1480857,284,0,0,0
4999946,371472,1308,1439842,146,1480898,285,0,0,0
4999973,372780,1308,1439869,146,1439898,286,0,0,0
5000023,374088,1308,1436648,147,1439925,287,0,0,0
5039178,375396,1308,1475803,147,1439876,288,0,0,0
5039280,376704,1308,1469448,148,1479031,289,0,0,0
5039327,378012,1308,1469495,147,1479091,290,0,0,0
5039357,379320,1308,1463195,148,1479138,291,0,0,0
5039384,380628,1308,1463222,149,1479168,292,0,0,0
5039411,381936,1308,1439844,150,1479195,293,0,0,0
5079006,383244,1308,1479439,150,1439900,294,0,0,0
5079109,384552,1308,1476413,151,1479495,295,0,0,0
5079149,385860,1308,1476453,151,1479499,296,0,0,0
5079180,387168,1308,1470291,152,1479539,297,0,0,0
5079207,388476,1308,1470318,151,1479491,298,0,0,0
5079234,391092,1308,1464286,152,1479518,300,0,0,0
5079286,392400,1308,1439807,154,1479545,301,0,0,0
5119117,393708,1308,1479638,153,1439866,302,0,0,0
5119220,395016,1308,1476752,154,1479697,303,0,0,0
5119260,396324,1308,1476792,155,1479800,304,0,0,0
5119291,397632,1308,1470844,156,1479840,305,0,0,0
5119318,398940,1308,1470871,155,1479716,306,0,0,0
5119347,400248,1308,1465025,156,1479743,307,0,0,0
5159674,401556,1308,1502415,157,1479772,308,0,0,0
5159776,402864,1308,1502517,158,1520099,309,0,0,0
5159824,404172,1308,1480100,159,1520201,310,0,0,0
5159854,405480,1308,1480130,159,1480151,311,0,0,0
5159883,406788,1308,1477237,160,1480181,312,0,0,0
5159933,408096,1308,1477287,160,1480119,313,0,0,0
5198975,409404,1308,1510514,161,1480169,314,0,0,0
5199082,410712,1308,1510621,161,1518948,315,0,0,0
5199133,412020,1308,1479699,162,1519055,316,0,0,0
5199162,413328,1308,1479728,162,1479757,317,0,0,0
5199189,414636,1308,1476874,163,1479786,318,0,0,0
5199240,415944,1308,1476925,163,1479714,319,0,0,0
5204156,417252,1308,1476106,164,1479765,320,0,0,0
5214980,418560,1308,1486930,164,1484638,321,0,0,0
5215089,419868,1308,1455561,165,1495462,322,0,0,0
5215128,421176,1308,1455600,165,1455621,323,0,0,0
5215156,422484,1308,1452779,166,1455660,324,0,0,0
5215183,423792,1308,1452806,166,1455586,325,0,0,0
5215209,425100,1308,1447150,167,1455613,326,0,0,0
5239099,426408,1308,1471040,165,1455569,327,0,0,0
5239172,427716,1308,1465518,166,1479459,328,0,0,0
5239203,429024,1308,1465549,167,1479532,329,0,0,0
5239231,430332,1308,1459981,168,1479563,330,0,0,0
5239257,431640,1308,1460007,169,1479591,331,0,0,0
5239284,432948,1308,1440192,170,1479617,332,0,0,0
5260840,434256,1308,1460353,170,1440216,333,0,0,0
5260931,435564,1308,1460444,170,1461731,334,0,0,0
5260964,436872,1308,1454912,171,1461822,335,0,0,0
5260994,438180,1308,1454942,171,1461838,336,0,0,0
5261027,440796,1308,1421129,172,1461868,338,0,0,0
5261115,442104,1308,1418450,173,1421187,339,0,0,0
5279445,443412,1308,1436780,173,1421117,340,0,0,0
5279515,444720,1308,1431330,174,1439447,341,0,0,0
5279546,446028,1308,1431361,174,1439469,342,0,0,0
5279581,447336,1308,1399797,175,1439500,343,0,0,0
5279608,448644,1308,1399824,175,1399853,344,0,0,0
5279635,449952,1308,1397100,176,1399880,345,0,0,0
5298852,451260,1308,1416317,176,1399808,346,0,0,0
5298920,453876,1308,1410888,177,1419025,348,0,0,0
5298952,455184,1308,1405459,177,1419020,349,0,0,0
5298980,456492,1308,1405487,178,1419052,350,0,0,0
5304022,457800,1308,1384614,179,1419080,351,0,0,0
5304078,459108,1308,1384670,179,1384689,352,0,0,0
5319490,460416,1308,1397353,180,1384745,353,0,0,0
5319508,461724,1308,1397371,180,1400038,354,0,0,0
5319517,464340,1308,1360091,181,1400056,356,0,0,0
5319523,465648,1308,1357367,182,1360147,357,0,0,0
5319529,466956,1308,1354643,183,1360153,358,0,0,0
5319634,468264,1308,1354748,183,1360037,359,0,0,0
5319645,470880,1308,1319865,184,1360142,361,0,0,0
5339300,472188,1308,1336794,184,1319926,362,0,0,0
5339929,473496,1308,1337423,185,1339581,363,0,0,0
5339958,476112,1308,1332001,186,1340210,365,0,0,0
5339969,478728,1308,1299607,187,1340127,367,0,0,0
5342583,480036,1308,1299481,188,1299666,368,0,0,0
5343121,481344,1308,1300019,188,1301852,369,0,0,0
5359101,483960,1308,1278914,189,1302390,371,0,0,0
5359158,485268,1308,1276211,190,1278973,372,0,0,0
5359180,486576,1308,1276233,190,1278928,373,0,0,0
5359202,489192,1308,1239720,191,1278950,375,0,0,0
5359223,490500,1308,1236958,192,1239774,376,0,0,0
5359247,491808,1308,1236982,192,1239358,377,0,0,0
5401090,494424,1308,1241948,193,1239382,379,0,0,0
5401161,495732,1308,1239209,194,1242005,380,0,0,0
5401192,497040,1308,1239240,194,1241971,381,0,0,0
5401221,498348,1308,1233623,195,1242002,382,0,0,0
5401249,499656,1308,1202079,195,1241989,383,0,0,0
5401276,500964,1308,1202106,195,1202138,384,0,0,0
5401304,503580,1308,1199291,196,1202165,386,0,0,0
5401331,506196,1308,1161603,197,1202091,388,0,0,0
5401373,508812,1308,1158778,198,1229426,390,0,0,0
5401401,511428,1308,1122071,199,1219709,392,0,0,0
5401427,514044,1308,1119202,200,1256444,394,0,0,0
5401454,516660,1308,1081574,201,1246902,396,0,0,0
5401480,517968,1308,1078674,202,1284557,397,0,0,0
5418963,519276,1308,1096157,202,1275416,398,0,0,0
5419033,521892,1308,1059446,203,1275416,400,0,0,0
5419064,523200,1308,1056520,204,1312197,401,0,0,0
5419092,524508,1308,1056548,204,1303086,402,0,0,0
5419123,527124,1308,1018937,205,1303086,404,0,0,0
5419150,528432,1308,1015973,206,1340728,405,0,0,0
5439330,529740,1308,1036153,206,1331782,406,0,0,0
5439400,531048,1308,1030216,207,1331782,407,0,0,0
5439433,532356,1308,999616,208,1337789,408,0,0,0
5439462,533664,1308,999645,208,1368422,409,0,0,0
5439490,534972,1308,996648,209,1368422,410,0,0,0
5439705,536280,1308,996863,209,1359636,411,0,0,0
5439757,537588,1308,960813,210,1359636,412,0,0,0
5459374,538896,1308,980430,210,1395738,413,0,0,0
5459445,540204,1308,977442,211,1395738,414,0,0,0
5459475,541512,1308,977472,211,1387099,415,0,0,0
5459505,542820,1308,971358,212,1387099,416,0,0,0
5459531,544128,1308,971384,212,1393243,417,0,0,0
5459558,545436,1308,939656,213,1393243,418,0,0,0
5476952,546744,1308,957050,213,1413411,419,0,0,0
5477022,548052,1308,954023,214,1413411,420,0,0,0
5477054,549360,1308,954055,214,1416508,421,0,0,0
5477088,550668,1308,917383,215,1416508,422,0,0,0
5477115,551976,1308,917410,215,1441781,423,0,0,0
5477262,553284,1308,914433,216,1441781,424,0,0,0
5493851,554592,1308,931022,216,1439189,425,0,0,0
5493921,555900,1308,924823,217,1439189,426,0,0,0
5494297,557208,1308,925199,215,1434124,427,0,0,0
5499517,558516,1308,924134,216,1434124,428,0,0,0
5499582,559824,1308,924199,216,1429220,429,0,0,0
5499616,561132,1308,917959,217,1429220,430,0,0,0
5519125,562440,1308,937468,218,1435494,431,0,0,0
5519195,563748,1308,931264,219,1435494,432,0,0,0
5519227,566364,1308,920046,220,1441768,434,0,0,0
5519278,567672,1308,916955,221,1453018,435,0,0,0
5519306,568980,1308,916983,221,1442137,436,0,0,0
5519333,570288,1308,910730,222,1442137,437,0,0,0
5534731,571596,1308,926128,220,1440462,438,0,0,0
5534802,572904,1308,919955,221,1440462,439,0,0,0
5534833,574212,1308,919986,221,1435904,440,0,0,0
5534861,576828,1308,913791,222,1435904,442,0,0,0
5534894,578136,1308,907601,224,1442127,443,0,0,0
5534920,579444,1308,907627,225,1448350,444,0,0,0
5534947,580752,1308,895431,226,1448350,445,0,0,0
5558830,582060,1308,919314,226,1460573,446,0,0,0
5558901,584676,1308,916274,227,1460573,448,0,0,0
5558932,585984,1308,910126,227,1442968,449,0,0,0
5558960,587292,1308,910154,222,1403860,450,0,0,0
5558988,588600,1308,904174,223,1403860,451,0,0,0
5559015,589908,1308,904201,224,1409868,452,0,0,0
5573750,591216,1308,912927,225,1409868,453,0,0,0
5573805,592524,1308,912982,226,1415877,454,0,0,0
5573840,593832,1308,907009,227,1415877,455,0,0,0
5573867,595140,1308,907036,228,1421885,456,0,0,0
5573894,596448,1308,901055,229,1421885,457,0,0,0
5573921,597756,1308,898077,230,1427893,458,0,0,0
5573946,599064,1308,898102,231,1430898,459,0,0,0
5599292,600372,1308,917440,232,1430898,460,0,0,0
5599375,601680,1308,917523,233,1436906,461,0,0,0
5599409,602988,1308,911549,234,1436906,462,0,0,0
5599443,604296,1308,911583,235,1442914,463,0,0,0
5599493,606912,1308,905624,236,1442914,465,0,0,0
5599521,608220,1308,899842,231,1412243,466,0,0,0
5634522,609528,1308,934843,232,1418053,467,0,0,0
5634624,610836,1308,929135,233,1418053,468,0,0,0
5634670,612144,1308,929181,234,1423863,469,0,0,0
5634700,613452,1308,923401,235,1423863,470,0,0,0
5634727,614760,1308,923428,236,1429673,471,0,0,0
5639754,616068,1308,922644,237,1429673,472,0,0,0
5639842,617376,1308,922732,238,1435484,473,0,0,0
5639905,618684,1308,916985,239,1435484,474,0,0,0
5639934,619992,1308,917014,240,1441294,475,0,0,0
5639961,621300,1308,911231,241,1441294,476,0,0,0
5639988,622608,1308,911258,242,1447104,477,0,0,0
5640018,625224,1308,905478,243,1447104,479,0,0,0
5640045,626532,1308,899833,239,1414366,480,0,0,0
5640071,627840,1308,899859,240,1420038,481,0,0,0
5640100,629148,1308,894217,241,1420038,482,0,0,0
5640136,630456,1308,891417,242,1425709,483,0,0,0
5640163,631764,1308,891444,243,1428545,484,0,0,0
5658574,633072,1308,904183,244,1428545,485,0,0,0
5658618,634380,1308,904227,245,1434217,486,0,0,0
5658641,635688,1308,898579,246,1434217,487,0,0,0
5658661,636996,1308,898599,247,1439888,488,0,0,0
5658960,638304,1308,893226,248,1439888,489,0,0,0
5658995,639612,1308,893261,248,1440900,490,0,0,0
5659016,640920,1308,887622,249,1440900,491,0,0,0
5678945,642228,1308,907551,244,1419797,492,0,0,0
5679049,643536,1308,902117,245,1419797,493,0,0,0
5679088,644844,1308,902156,246,1425335,494,0,0,0
5679118,646152,1308,896649,247,1425335,495,0,0,0
5715965,647460,1308,933496,248,1430872,496,0,0,0
5716067,650076,1308,928060,249,1430872,498,0,0,0
5720669,652692,1308,927124,251,1436410,500,0,0,0
5720795,654000,1308,921713,253,1441948,501,0,0,0
5720835,655308,1308,921753,254,1447485,502,0,0,0
5720864,656616,1308,916244,255,1447485,503,0,0,0
5720893,657924,1308,916273,255,1453023,504,0,0,0
5720920,660540,1308,910769,256,1453023,506,0,0,0
5720948,661848,1308,905279,257,1449834,507,0,0,0
5720977,663156,1308,902586,254,1438066,508,0,0,0
5721014,664464,1308,902623,255,1440788,509,0,0,0
5721041,665772,1308,897207,256,1440788,510,0,0,0
5721493,667080,1308,897659,257,1446231,511,0,0,0
5744693,668388,1308,915415,258,1446231,512,0,0,0
5744775,669696,1308,915497,259,1451675,513,0,0,0
5758742,672312,1308,924021,260,1451675,515,0,0,0
5758851,674928,1308,918686,262,1457118,517,0,0,0
5758891,676236,1308,913287,263,1462562,518,0,0,0
5758919,677544,1308,913315,263,1459748,519,0,0,0
5758947,680160,1308,907913,264,1459748,521,0,0,0
5758974,682776,1308,902597,261,1444661,523,0,0,0
5759002,684084,1308,897283,263,1450004,524,0,0,0
5759028,685392,1308,897309,264,1455346,525,0,0,0
5759066,688008,1308,892004,265,1455346,527,0,0,0
5759092,689316,1308,886688,267,1460689,528,0,0,0
5783939,690624,1308,911535,268,1466031,529,0,0,0
5793499,693240,1308,913846,269,1466031,531,0,0,0
5793797,694548,1308,910711,270,1473280,532,0,0,0
5793860,697164,1308,908108,270,1468779,534,0,0,0
5793894,698472,1308,902822,271,1471445,535,0,0,0
5796652,699780,1308,905580,268,1450951,536,0,0,0
5796723,701088,1308,900407,269,1450951,537,0,0,0
5796759,702396,1308,900443,270,1456195,538,0,0,0
5796788,703704,1308,895228,271,1456195,539,0,0,0
5796815,705012,1308,895255,272,1461439,540,0,0,0
5796842,706320,1308,890038,273,1461439,541,0,0,0
5796868,707628,1308,890064,274,1466683,542,0,0,0
5797486,710244,1308,878299,275,1466683,544,0,0,0
5839170,711552,1308,917364,276,1475239,545,0,0,0
5839260,712860,1308,917454,276,1477858,546,0,0,0
5839302,714168,1308,912266,277,1477858,547,0,0,0
5839331,715476,1308,912295,273,1443554,548,0,0,0
5839359,716784,1308,907191,274,1443554,549,0,0,0
5839760,718092,1308,907592,275,1448686,550,0,0,0
5844805,720708,1308,907504,276,1448686,552,0,0,0
5859686,722016,1308,917252,278,1453819,553,0,0,0
5859892,723324,1308,917458,279,1458952,554,0,0,0
5880588,724632,1308,933022,280,1458952,555,0,0,0
5880676,725940,1308,933110,281,1464084,556,0,0,0
5880719,727248,1308,928020,282,1464084,557,0,0,0
5880749,728556,1308,923535,283,1469217,558,0,0,0
5880777,729864,1308,923563,283,1473732,559,0,0,0
5880804,731172,1308,920415,284,1473732,560,0,0,0
5880830,732480,1308,920441,283,1469753,561,0,0,0
5880857,733788,1308,915374,284,1469753,562,0,0,0
5880894,735096,1308,915411,284,1467923,563,0,0,0
5918677,737712,1308,948118,285,1467923,565,0,0,0
5918777,739020,1308,943207,284,1451625,566,0,0,0
5918808,740328,1308,943238,285,1456636,567,0,0,0
5918838,741636,1308,938256,286,1456636,568,0,0,0
