now_us,bytes_acked,mss,rtt_us,tp_deliver_rate,tp_interval,tp_delivered,lost_pkt,total_retrans_pkt,app_limited,snd_nxt,sk_pacing_rate,snd_cwnd,snd_una
106273,48160,1376,52249,22,53351,36,0,0,0,2126188062,1969362,44.0,
106288,49536,1376,52264,22,53285,37,0,0,0,2126188062,2052663,45.0,
106303,55040,1376,47823,23,53300,41,0,0,0,2126188062,2133944,46.0,
106320,56416,1376,45704,25,48772,42,0,0,0,2126188062,2372050,50.0,
106335,57792,1376,45719,25,48909,43,0,0,0,2126188062,2485387,51.0,
106378,59168,1376,44187,26,48909,44,0,0,0,2126188062,2595896,52.0,
108523,60544,1376,46332,26,47161,45,0,0,0,2126190814,2713120,53.0,
108563,61920,1376,42974,27,47307,46,0,0,0,2126190814,2812887,54.0,
113094,63296,1376,47505,27,50559,47,0,0,0,2126204574,2933390,55.0,
113130,64672,1376,39753,28,50559,48,0,0,0,2126204574,3016643,56.0,
113148,66048,1376,39771,28,55921,49,0,0,0,2126204574,3158091,57.0,
113166,67424,1376,38949,29,55921,50,0,0,0,2126204574,3295595,58.0,
115211,68800,1376,40994,29,56761,51,0,0,0,2126210078,3436532,59.0,
115241,70176,1376,39371,30,56761,52,0,0,0,2126210078,3553566,60.0,
115259,71552,1376,39389,30,55987,53,0,0,0,2126210078,3683089,61.0,
125087,72928,1376,47601,31,55987,54,0,0,0,2126244478,3808114,62.0,
125137,74304,1376,46410,31,57603,55,0,0,0,2126247230,3839585,63.0,
125156,75680,1376,46429,31,56417,56,0,0,0,2126247230,3887016,64.0,
139915,77056,1376,49225,32,56417,57,0,0,0,2126252734,3935612,65.0,
139984,78432,1376,49294,32,68380,58,0,0,0,2126255486,3955110,66.0,
140012,79808,1376,48536,33,68380,59,0,0,0,2126258238,3978530,67.0,
148692,81184,1376,57216,33,66740,60,0,0,0,2126260990,4014178,68.0,
148763,82560,1376,52371,34,66740,61,0,0,0,2126263742,3960662,69.0,
152894,83936,1376,56502,34,71656,62,0,0,0,2126266494,3972204,70.0,
168753,85312,1376,67351,35,71656,63,0,0,0,2126269246,3947502,71.0,
168824,86688,1376,67422,35,74239,64,0,0,0,2126271998,3830396,72.0,
174443,88064,1376,72241,36,74239,65,0,0,0,2126274750,3741707,73.0,
174512,89440,1376,72310,36,75039,66,0,0,0,2126277502,3635938,74.0,
175725,90816,1376,71914,37,75039,67,0,0,0,2126280254,3555716,75.0,
176965,92192,1376,73154,35,74222,68,0,0,0,2126283006,3498651,76.0,
177039,93568,1376,71678,36,75462,69,0,0,0,2126285758,3448256,77.0,
177745,94944,1376,72384,37,75536,70,0,0,0,2126288510,3421862,78.0,
179298,96320,1376,72388,38,76242,71,0,0,0,2126289886,3400320,79.0,
179667,97696,1376,72757,39,77795,72,0,0,0,2126292638,3387396,80.0,
185509,99072,1376,77049,40,78164,73,0,0,0,2126295390,3379278,81.0,
220383,100448,1376,111923,40,79813,74,0,0,0,2126298142,3350616,82.0,
220473,101824,1376,110489,41,114687,75,0,0,0,2126300894,3132349,83.0,
220511,103200,1376,110527,31,114095,76,0,0,0,2126303646,2978292,84.0,
230965,104576,1376,119967,32,114133,77,0,0,0,2126306398,2862058,85.0,
231034,105952,1376,120036,31,122402,78,0,0,0,2126309150,2735748,86.0,
231063,107328,1376,119126,32,122471,79,0,0,0,2126311902,2639688,87.0,
231079,108704,1376,119142,33,122500,80,0,0,0,2126311902,2569377,88.0,
231097,110080,1376,118222,34,122516,81,0,0,0,2126311902,2515545,89.0,
231112,111456,1376,118237,35,122534,82,0,0,0,2126311902,2477472,90.0,
231127,112832,1376,117314,36,122549,83,0,0,0,2126311902,2449069,91.0,
231142,114208,1376,117329,37,122564,84,0,0,0,2126311902,2431229,92.0,
231171,115584,1376,116420,38,122579,85,0,0,0,2126311902,2419349,93.0,
231186,116960,1376,116435,39,122608,86,0,0,0,2126311902,2415021,94.0,
231201,118336,1376,115512,40,122623,87,0,0,0,2126311902,2414455,95.0,
231216,119712,1376,115527,37,118035,88,0,0,0,2126311902,2419673,96.0,
231230,121088,1376,114740,38,118050,89,0,0,0,2126311902,2427254,97.0,
231245,122464,1376,114755,39,118064,90,0,0,0,2126311902,2439073,98.0,
231259,123840,1376,113968,40,118079,91,0,0,0,2126311902,2452368,99.0,
231274,125216,1376,113983,38,116000,92,0,0,0,2126311902,2469157,100.0,
236744,126592,1376,118731,39,116015,93,0,0,0,2126328414,2486798,101.0,
241739,127968,1376,123726,40,121485,94,0,0,0,2126342174,2492023,102.0,
241778,129344,1376,123042,41,126480,95,0,0,0,2126342174,2485875,103.0,
241796,130720,1376,123060,42,126519,96,0,0,0,2126342174,2485444,104.0,
241813,132096,1376,122354,43,126537,97,0,0,0,2126342174,2487988,105.0,
241831,133472,1376,122372,44,126554,98,0,0,0,2126342174,2495002,106.0,
241845,134848,1376,121664,45,126572,99,0,0,0,2126342174,2503940,107.0,
241861,136224,1376,121680,46,126586,100,0,0,0,2126342174,2516471,108.0,
241876,137600,1376,120972,47,126602,101,0,0,0,2126342174,2530206,109.0,
241905,138976,1376,120640,48,126617,102,0,0,0,2126342174,2546926,110.0,
241920,140352,1376,120655,49,126646,103,0,0,0,2126342174,2565269,111.0,
241935,141728,1376,119947,50,126661,104,0,0,0,2126342174,2584105,112.0,
241949,143104,1376,119961,51,126676,105,0,0,0,2126342174,2605345,113.0,
241964,144480,1376,119253,52,126690,106,0,0,0,2126342174,2626748,114.0,
241978,145856,1376,119267,53,126705,107,0,0,0,2126342174,2650294,115.0,
241993,147232,1376,118560,54,126719,108,0,0,0,2126342174,2673749,116.0,
242007,148608,1376,118574,55,126734,109,0,0,0,2126342174,2699155,117.0,
242044,149984,1376,117888,56,126748,110,0,0,0,2126342174,2724269,118.0,
242060,151360,1376,117904,57,126785,111,0,0,0,2126342174,2751144,119.0,
242074,152736,1376,117195,58,126801,112,0,0,0,2126342174,2777568,120.0,
242088,154112,1376,117209,59,126815,113,0,0,0,2126342174,2805729,121.0,
242146,155488,1376,116545,60,126829,114,0,0,0,2126342174,2833312,122.0,
242172,156864,1376,116571,61,126887,115,0,0,0,2126342174,2862433,123.0,
242185,158240,1376,115861,62,126913,116,0,0,0,2126342174,2890848,124.0,
250459,159616,1376,124135,62,117098,117,0,0,0,2126365566,2920913,125.0,
250496,160992,1376,123455,63,125372,118,0,0,0,2126365566,2924526,126.0,
250514,162368,1376,123473,62,125340,119,0,0,0,2126365566,2932621,127.0,
250530,163744,1376,122790,63,125358,120,0,0,0,2126365566,2942458,128.0,
250544,165120,1376,122804,64,125374,121,0,0,0,2126365566,2955952,129.0,
250562,166496,1376,110616,65,125388,122,0,0,0,2126365566,2970503,130.0,
250577,167872,1376,110631,65,110647,123,0,0,0,2126365566,3024178,131.0,
250592,170624,1376,110298,66,110662,125,0,0,0,2126365566,3074922,132.0,
250617,172000,1376,109632,67,110608,126,0,0,0,2126365566,3147619,134.0,
250632,173376,1376,109647,67,110605,127,0,0,0,2126365566,3196775,135.0,
257517,174752,1376,108792,68,110620,128,0,0,0,2126387582,3243374,136.0,
257553,176128,1376,108828,68,108825,129,0,0,0,2126387582,3290759,137.0,
257572,177504,1376,108499,69,108861,130,0,0,0,2126387582,3335677,138.0,
257588,178880,1376,108515,69,108809,131,0,0,0,2126387582,3379711,139.0,
258264,180256,1376,105337,70,108825,132,0,0,0,2126390334,3421665,140.0,
258548,181632,1376,105621,70,105370,133,0,0,0,2126390334,3474117,141.0,
258569,183008,1376,89784,71,105654,134,0,0,0,2126390334,3522690,142.0,
258585,184384,1376,89800,71,89816,135,0,0,0,2126390334,3634102,143.0,
274868,185760,1376,105724,72,89832,136,0,0,0,2126452254,3739320,144.0,
274905,187136,1376,105761,72,106044,137,0,0,0,2126452254,3766415,145.0,
274925,188512,1376,100451,73,106081,138,0,0,0,2126452254,3793219,146.0,
274940,189888,1376,100466,73,100482,139,0,0,0,2126452254,3844022,147.0,
274955,191264,1376,100103,74,100497,140,0,0,0,2126452254,3892238,148.0,
274970,192640,1376,100118,74,100443,141,0,0,0,2126452254,3939904,149.0,
274984,194016,1376,99236,75,100458,142,0,0,0,2126452254,3985286,150.0,
274999,195392,1376,99251,75,99259,143,0,0,0,2126452254,4033002,151.0,
275028,196768,1376,98029,76,99274,144,0,0,0,2126452254,4078443,152.0,
275046,198144,1376,98047,76,98063,145,0,0,0,2126452254,4128091,153.0,
275061,199520,1376,97663,77,98081,146,0,0,0,2126452254,4175283,154.0,
275076,200896,1376,97678,77,98022,147,0,0,0,2126452254,4222368,155.0,
275091,202272,1376,96888,78,98037,148,0,0,0,2126452254,4267271,156.0,
275106,203648,1376,95785,78,97346,149,0,0,0,2126452254,4314551,157.0,
275120,205024,1376,95799,78,95808,150,0,0,0,2126452254,4365770,158.0,
275136,206400,1376,95409,79,95822,151,0,0,0,2126452254,4414438,159.0,
275159,207776,1376,95432,79,95469,152,0,0,0,2126452254,4463100,160.0,
342168,209152,1376,156608,80,95492,153,0,0,0,2126516926,4509420,161.0,
342258,210528,1376,156698,80,156659,154,0,0,0,2126519678,4223858,162.0,
349055,211904,1376,128622,81,156749,155,0,0,0,2126522430,4007195,163.0,
349145,213280,1376,128712,81,128672,156,0,0,0,2126525182,3958058,164.0,
349179,214656,1376,128307,82,128762,157,0,0,0,2126527934,3919102,165.0,
349207,216032,1376,128335,82,128706,158,0,0,0,2126527934,3890622,166.0,
349227,217408,1376,127431,83,128734,159,0,0,0,2126527934,3869093,167.0,
349246,218784,1376,127450,83,128716,160,0,0,0,2126527934,3857159,168.0,
349265,220160,1376,118269,84,128735,161,0,0,0,2126527934,3849663,169.0,
349283,221536,1376,118287,84,119998,162,0,0,0,2126527934,3882658,170.0,
349316,222912,1376,117817,85,119998,163,0,0,0,2126527934,3914460,171.0,
349335,224288,1376,117836,85,120501,164,0,0,0,2126527934,3947205,172.0,
349353,225664,1376,116812,86,120501,165,0,0,0,2126527934,3978789,173.0,
349371,227040,1376,116830,73,118079,166,0,0,0,2126527934,4013721,174.0,
385808,228416,1376,152160,74,118097,167,0,0,0,2126554078,4047271,175.0,
385899,229792,1376,152251,75,154534,168,0,0,0,2126556830,3933356,176.0,
385936,231168,1376,151181,76,154625,169,0,0,0,2126559582,3842161,177.0,
385957,232544,1376,151202,77,154662,170,0,0,0,2126559582,3773086,178.0,
385977,233920,1376,150116,78,154683,171,0,0,0,2126559582,3717778,179.0,
385996,235296,1376,150135,79,154703,172,0,0,0,2126559582,3677433,180.0,
386014,236672,1376,149046,80,154722,173,0,0,0,2126559582,3645653,181.0,
386033,238048,1376,149065,81,154740,174,0,0,0,2126559582,3624626,182.0,
386067,239424,1376,147992,82,154759,175,0,0,0,2126559582,3609015,183.0,
386085,240800,1376,148010,83,154793,176,0,0,0,2126559582,3601479,184.0,
386104,242176,1376,146923,84,154811,177,0,0,0,2126559582,3597353,185.0,
386122,243552,1376,146941,84,149360,178,0,0,0,2126559582,3599640,186.0,
386141,244928,1376,145855,85,149378,179,0,0,0,2126559582,3603973,187.0,
386159,246304,1376,145873,86,149397,180,0,0,0,2126559582,3613560,188.0,
386177,247680,1376,144787,87,149415,181,0,0,0,2126559582,3624247,189.0,
386195,249056,1376,144805,88,149433,182,0,0,0,2126559582,3639385,190.0,
386236,250432,1376,143742,89,149451,183,0,0,0,2126559582,3654936,191.0,
386255,251808,1376,143761,90,149492,184,0,0,0,2126559582,3674302,192.0,
386273,253184,1376,142674,91,149511,185,0,0,0,2126559582,3693580,193.0,
386291,254560,1376,142692,92,149529,186,0,0,0,2126559582,3716352,194.0,
386310,255936,1376,141607,93,149547,187,0,0,0,2126559582,3738655,195.0,
386328,257312,1376,141625,71,144125,188,0,0,0,2126559582,3764157,196.0,
386347,258688,1376,140702,72,144143,189,0,0,0,2126559582,3788885,197.0,
386365,260064,1376,140720,73,144162,190,0,0,0,2126559582,3816072,198.0,
386396,261440,1376,139809,74,144180,191,0,0,0,2126559582,3842304,199.0,
386415,262816,1376,139828,75,144211,192,0,0,0,2126559582,3870853,200.0,
386441,264192,1376,138912,76,144230,193,0,0,0,2126559582,3898302,201.0,
386459,265568,1376,138930,77,144256,194,0,0,0,2126559582,3928018,202.0,
386478,266944,1376,138006,78,144274,195,0,0,0,2126559582,3956522,203.0,
386497,268320,1376,137554,79,144293,196,0,0,0,2126559582,3987279,204.0,
386515,269696,1376,137572,80,144312,197,0,0,0,2126559582,4018401,205.0,
386534,271072,1376,136649,81,144330,198,0,0,0,2126559582,4048175,206.0,
386566,272448,1376,136681,82,144349,199,0,0,0,2126559582,4080179,207.0,
386586,273824,1376,135759,83,144381,200,0,0,0,2126559582,4110696,208.0,
386608,275200,1376,135781,84,144401,201,0,0,0,2126559582,4143443,209.0,
386627,275200,1376,134858,85,144423,202,0,0,0,2126559582,4174670,210.0,
386652,275200,1376,133941,86,144442,203,0,0,0,2126559582,4188194,210.0,
386673,275200,1376,133962,76,136020,204,0,0,0,2126559582,4203601,210.0,
386710,275200,1376,133150,77,136041,205,1,1,0,2126559582,1722985,140.0,
386732,275200,1376,133172,78,136078,206,1,1,0,2126559582,1729123,140.0,
386766,275200,1376,132358,79,136100,207,1,1,0,2126559582,1734495,139.0,
386785,275200,1376,132377,80,136134,208,1,1,0,2126559582,1740526,138.0,
386805,275200,1376,131548,81,136153,209,1,1,0,2126559582,1745809,137.0,
386824,275200,1376,131567,82,136173,210,1,1,0,2126559582,1751803,136.0,
386843,275200,1376,130738,83,136192,211,1,1,0,2126559582,1757049,135.0,
386863,275200,1376,130758,84,136211,212,1,1,0,2126559582,1763030,134.0,
386882,275200,1376,129928,85,136231,213,1,1,0,2126559582,1768264,133.0,
386900,275200,1376,129946,86,136250,214,1,1,0,2126559582,1774251,132.0,
386935,275200,1376,129133,87,136268,215,1,1,0,2126559582,1779493,131.0,
386956,275200,1376,129154,88,136303,216,1,1,0,2126559582,1785475,130.0,
386975,275200,1376,128324,89,136324,217,1,1,0,2126559582,1790707,129.0,
386994,275200,1376,128343,90,136343,218,1,1,0,2126559582,1796728,128.0,
387013,275200,1376,127514,91,136362,219,1,1,0,2126559582,1801997,127.0,
387032,275200,1376,127533,88,129425,220,1,1,0,2126559582,1808067,126.0,
395506,275200,1376,135202,89,129444,221,1,1,0,2126560958,1813378,125.0,
398937,275200,1376,138633,86,136921,222,1,1,0,2126562334,1817350,125.0,
398967,275200,1376,137927,87,140352,223,1,1,0,2126563710,1816436,125.0,
398975,275200,1376,137935,88,140382,224,1,1,0,2126565086,1818413,125.0,
398981,275200,1376,137205,89,140390,225,1,1,0,2126565086,1821659,125.0,
399166,275200,1376,137390,90,140396,226,1,1,0,2126566462,1814915,124.0,
399178,275200,1376,136667,91,140581,227,1,1,0,2126566462,1821048,124.0,
401380,275200,1376,138869,92,140593,228,1,1,0,2126567838,1816866,123.0,
401410,275200,1376,138163,93,142795,229,1,1,0,2126569214,1821754,123.0,
409021,275200,1376,145774,94,142825,230,1,1,0,2126570590,1828711,123.0,
447212,275200,1376,183229,95,150436,231,1,1,0,2126571966,1823509,123.0,
448266,275200,1376,184283,96,188627,232,1,1,0,2126573342,1760739,123.0,
449496,275200,1376,184777,97,189681,233,1,1,0,2126574718,1709741,123.0,
449571,275200,1376,184852,98,190911,234,1,1,0,2126576094,1668664,123.0,
452094,275200,1376,186639,99,190986,235,1,1,0,2126577470,1635935,123.0,
452171,275200,1376,186716,100,193509,236,1,1,0,2126578846,1607705,123.0,
454283,275200,1376,188092,101,193586,237,1,1,0,2126580222,1585242,123.0,
454383,275200,1376,188192,102,195698,238,1,1,0,2126581598,1565941,123.0,
455474,275200,1376,188547,103,195798,239,1,1,0,2126582974,1550732,123.0,
456125,275200,1376,189198,104,196889,240,1,1,0,2126584350,1538622,123.0,
456209,275200,1376,188546,105,197540,241,1,1,0,2126585726,1528771,123.0,
456239,275200,1376,188208,106,197624,242,1,1,0,2126587102,1522233,123.0,
456945,275200,1376,188914,107,197654,243,1,1,0,2126588478,1518148,123.0,
456996,275200,1376,188229,108,198360,244,1,1,0,2126588478,1515040,123.0,
457019,275200,1376,188252,109,198411,245,1,1,0,2126588478,1505051,122.0,
458225,275200,1376,188722,110,198434,246,1,1,0,2126589854,1496394,121.0,
458287,275200,1376,188784,111,199640,247,1,1,0,2126589854,1497496,121.0,
458315,275200,1376,188076,112,199702,248,1,1,0,2126589854,1490483,120.0,
458338,275200,1376,188099,113,199730,249,1,1,0,2126589854,1485115,119.0,
458853,275200,1376,187878,114,199753,250,1,1,0,2126591230,1480428,118.0,
458898,275200,1376,187923,115,200268,251,1,1,0,2126591230,1485520,118.0,
458923,275200,1376,187212,116,200313,252,1,1,0,2126591230,1482096,117.0,
459161,275200,1376,187450,117,200338,253,1,1,0,2126591230,1479824,116.0,
459205,275200,1376,186758,118,200576,254,1,1,0,2126591230,1477604,115.0,
462479,275200,1376,190032,119,200620,255,1,1,0,2126592606,1476355,114.0,
462568,275200,1376,189385,120,203894,256,1,1,0,2126593982,1480888,114.0,
462600,275200,1376,189417,121,203983,257,1,1,0,2126595358,1486584,114.0,
462630,275200,1376,188711,122,204015,258,1,1,0,2126595358,1492619,114.0,
462650,275200,1376,188731,123,204045,259,1,1,0,2126595358,1490868,113.0,
464152,275200,1376,189497,124,204065,260,1,1,0,2126596734,1489320,112.0,
464232,275200,1376,189577,125,205567,261,1,1,0,2126598110,1496008,112.0,
464262,275200,1376,188871,126,205647,262,1,1,0,2126599486,1502864,112.0,
464284,275200,1376,188893,127,205677,263,1,1,0,2126599486,1510655,112.0,
464305,275200,1376,188178,128,205699,264,1,1,0,2126599486,1509760,111.0,
464324,275200,1376,188197,129,205720,265,1,1,0,2126599486,1509695,110.0,
466499,275200,1376,189636,130,205739,266,1,1,0,2126600862,1509619,109.0,
466573,275200,1376,189710,114,191340,267,1,1,0,2126602238,1516879,109.0,
466598,275200,1376,189125,115,191414,268,1,1,0,2126602238,1524240,109.0,
467755,275200,1376,190282,116,191439,269,1,1,0,2126603614,1523601,108.0,
467828,275200,1376,190355,117,192596,270,1,1,0,2126604990,1530622,108.0,
467857,275200,1376,189469,118,192669,271,1,1,0,2126604990,1537770,108.0,
467878,275200,1376,189490,119,192698,272,1,1,0,2126604990,1537275,107.0,
469734,275200,1376,191346,120,192719,273,1,1,0,2126606366,1536821,106.0,
469812,275200,1376,190508,121,194575,274,1,1,0,2126607742,1543260,106.0,
469837,275200,1376,190533,122,194653,275,1,1,0,2126607742,1550823,106.0,
469858,275200,1376,190554,123,194678,276,1,1,0,2126607742,1549788,105.0,
469883,275200,1376,189664,124,194699,277,1,1,0,2126607742,1548863,104.0,
469902,275200,1376,189683,125,194724,278,1,1,0,2126607742,1548960,103.0,
469921,275200,1376,189702,126,194743,279,1,1,0,2126607742,1549027,102.0,
470847,275200,1376,189712,127,194762,280,1,1,0,2126609118,1549066,101.0,
470891,275200,1376,189756,128,195688,281,1,1,0,2126609118,1557793,101.0,
470913,275200,1376,189778,129,195732,282,1,1,0,2126609118,1557769,100.0,
470934,275200,1376,188884,130,195754,283,1,1,0,2126609118,1557725,99.0,
470954,275200,1376,188904,131,195775,284,1,1,0,2126609118,1558605,98.0,
470973,275200,1376,188923,132,195795,285,1,1,0,2126609118,1559355,97.0,
470993,275200,1376,188027,133,195814,286,1,1,0,2126609118,1559992,96.0,
473451,275200,1376,190485,134,195834,287,1,1,0,2126610494,1561474,95.0,
473529,275200,1376,190563,135,198292,288,1,1,0,2126611870,1568954,95.0,
473558,275200,1376,189677,136,198370,289,1,1,0,2126613246,1576497,95.0,
473586,275200,1376,189705,137,198399,290,1,1,0,2126613246,1585101,95.0,
473606,275200,1376,189725,138,198427,291,1,1,0,2126613246,1584980,94.0,
476101,275200,1376,191305,139,198447,292,1,1,0,2126614622,1584852,93.0,
477448,275200,1376,192652,140,200942,293,1,1,0,2126615998,1591791,93.0,
477535,275200,1376,192739,141,202289,294,1,1,0,2126617374,1597520,93.0,
477569,275200,1376,191857,142,202376,295,1,1,0,2126618750,1603507,93.0,
477597,275200,1376,191885,143,202410,296,1,1,0,2126618750,1610743,93.0,
477616,275200,1376,191904,144,202438,297,1,1,0,2126618750,1609462,92.0,
477637,275200,1376,191010,145,202457,298,1,1,0,2126618750,1608323,91.0,
479204,275200,1376,192577,146,202478,299,1,1,0,2126620126,1608268,90.0,
479284,275200,1376,192657,147,204045,300,1,1,0,2126621502,1615210,90.0,
479311,275200,1376,191768,148,204125,301,1,1,0,2126621502,1622266,90.0,
479331,275200,1376,191788,149,204152,302,1,1,0,2126621502,1621827,89.0,
479351,275200,1376,191808,150,204172,303,1,1,0,2126621502,1621420,88.0,
480396,275200,1376,191938,151,204192,304,1,1,0,2126622878,1621043,87.0,
480457,275200,1376,191999,152,205237,305,1,1,0,2126624254,1629197,87.0,
480483,275200,1376,192025,153,205298,306,1,1,0,2126624254,1637339,87.0,
480507,275200,1376,191134,154,205324,307,1,1,0,2126624254,1636894,86.0,
480797,275200,1376,191424,155,205348,308,1,1,0,2126624254,1637456,85.0,
480817,275200,1376,191444,156,205638,309,1,1,0,2126624254,1637637,84.0,
480839,275200,1376,190550,157,205658,310,1,1,0,2126624254,1637775,83.0,
480858,275200,1376,190569,158,205680,311,1,1,0,2126624254,1638852,82.0,
480877,275200,1376,190588,159,205699,312,1,1,0,2126624254,1639775,81.0,
480897,275200,1376,138680,160,205718,313,1,1,0,2126624254,1640563,80.0,
480915,275200,1376,138698,160,156657,314,1,1,0,2126624254,1698921,79.0,
480935,275200,1376,138392,161,156657,315,1,1,0,2126624254,1753479,78.0,
481199,275200,1376,138656,161,156983,316,1,1,0,2126625630,1804571,77.0,
481245,275200,1376,132142,162,156983,317,1,1,0,2126625630,1861167,77.0,
481269,275200,1376,132166,162,132190,318,1,1,0,2126625630,1913840,76.0,
481290,275200,1376,131839,163,132214,319,1,1,0,2126625630,1962401,75.0,
481310,275200,1376,131859,163,132145,320,1,1,0,2126625630,2007480,74.0,
481595,275200,1376,131442,164,132165,321,1,1,0,2126625630,2048626,73.0,
481615,275200,1376,131462,155,132224,322,1,1,0,2126625630,3477928,72.0,
481640,275200,1376,130807,156,132244,323,1,1,0,2126625630,3535449,71.0,
481659,275200,1376,130826,157,132269,324,1,1,0,2126625630,3589368,70.0,
481679,275200,1376,130166,158,132288,325,1,1,0,2126625630,3637856,69.0,
488988,275200,1376,137475,159,132308,326,1,1,0,2126627006,3683498,68.0,
495328,275200,1376,143135,160,139617,327,1,1,0,2126628382,3719805,68.0,
497198,275200,1376,145005,161,145957,328,1,1,0,2126629758,3735599,68.0,
497288,275200,1376,144415,162,147827,329,1,1,0,2126631134,3745659,68.0,
497320,275200,1376,144447,163,147917,330,1,1,0,2126632510,3758769,68.0,
497348,275200,1376,143795,164,147949,331,1,1,0,2126632510,3772506,68.0,
497368,275200,1376,143815,165,147977,332,1,1,0,2126632510,3769816,67.0,
497388,275200,1376,143155,166,147997,333,1,1,0,2126632510,3767401,66.0,
497407,275200,1376,143174,167,148017,334,1,1,0,2126632510,3767460,65.0,
498443,275200,1376,143530,168,148036,335,1,1,0,2126633886,3767450,64.0,
498508,275200,1376,143255,169,149072,336,1,1,0,2126635262,3785485,64.0,
498538,275200,1376,143285,170,149137,337,1,1,0,2126636638,3804571,64.0,
499141,275200,1376,143208,171,149167,338,1,1,0,2126638014,3823573,64.0,
499206,275200,1376,143273,172,149770,339,1,1,0,2126639390,3842857,64.0,
500495,275200,1376,114639,173,149835,340,1,1,0,2126640766,3861913,64.0,
500564,275200,1376,114708,173,152208,341,1,1,0,2126642142,3980452,64.0,
506893,275200,1376,120687,174,152208,342,1,1,0,2126643518,4091526,64.0,
507027,275200,1376,120821,174,152558,343,1,1,0,2126644894,4172230,64.0,
507067,471968,1376,120000,175,152558,344,0,1,0,2126646270,4246877,64.0,
1028195,1692480,1376,40901,150,83050,1233,1,1,0,2127968606,3910437,136.0,
1028271,1692480,1376,40977,151,83050,1234,1,2,0,2127968606,4059077,136.0,
1028298,1692480,1376,40588,152,83050,1235,1,2,0,2127968606,4197988,136.0,
1036600,1692480,1376,48890,153,83466,1236,1,2,0,2127971358,4331607,135.0,
1036688,1692480,1376,48978,154,83466,1237,1,2,0,2127972734,4430195,135.0,
1036725,1692480,1376,48182,155,83466,1238,1,2,0,2127974110,4492733,135.0,
1036746,1692480,1376,48203,122,75141,1239,1,2,0,2127974110,4561069,134.0,
1036769,1692480,1376,47553,123,75141,1240,1,2,0,2127974110,4593023,134.0,
1036789,1692480,1376,47236,116,65468,1241,1,2,0,2127974110,4628819,134.0,
1036953,1692480,1376,47400,117,65805,1242,1,2,0,2127976862,4664301,133.0,
1037016,1692480,1376,46789,118,65805,1243,1,2,0,2127976862,4760444,133.0,
1037037,1692480,1376,46810,119,66479,1244,1,2,0,2127976862,4794408,133.0,
1037057,1692480,1376,46156,120,66479,1245,1,2,0,2127976862,4824272,133.0,
1037076,1692480,1376,46175,121,67153,1246,1,2,0,2127976862,4858869,132.0,
