now_us,bytes_acked,mss,rtt_us,tp_deliver_rate,tp_interval,tp_delivered,lost_pkt,total_retrans_pkt,app_limited,snd_nxt,sk_pacing_rate,snd_una,cwnd_MB,ssthresh_pkt
1354870,18905745,1370,63002,857,70441,13810,0,0,0,3493377651,23868892,3492474821,1.36178,365
1354929,18939995,1370,63061,890,70484,13835,0,0,0,3493409161,24049967,3492509071,1.36452,365
1354962,18949585,1370,61879,915,70543,13842,0,0,0,3493409161,24298192,3492518661,1.36589,365
1354995,18976985,1370,61912,922,70576,13862,0,0,0,3493409161,24551923,3492546061,1.36589,365
1355023,18994795,1370,60724,942,70609,13875,0,0,0,3493409161,24801637,3492563871,1.36726,365
1355077,19013975,1370,60778,927,61807,13889,0,0,0,3493409161,25083807,3492583051,1.36863,365
1355138,19040005,1370,59627,941,61861,13908,0,0,0,3493409161,25336061,3492609081,1.37,365
1363591,19052335,1370,68080,935,61850,13917,0,0,0,3493606441,25621011,3492621411,1.37137,365
1363642,19085215,1370,66891,944,70303,13941,0,0,0,3493606441,25430472,3492654291,1.37137,365
1363687,19129055,1370,65750,857,70256,13973,0,0,0,3493606441,25349132,3492698131,1.37274,365
1363720,19171525,1370,64597,889,70301,14004,0,0,0,3493606441,25304715,3492740601,1.37548,365
1363750,19174265,1370,63441,920,70334,14006,0,0,0,3493606441,25303007,3492743341,1.37685,365
1363779,19211255,1370,63470,922,70364,14033,0,0,0,3493606441,25393229,3492780331,1.37685,365
1363807,19219475,1370,55065,949,70393,14039,0,0,0,3493606441,25521968,3492788551,1.37959,365
1363845,19245505,1370,55103,941,57672,14058,0,0,0,3493606441,26013281,3492814581,1.37959,365
1363872,19264685,1370,54605,960,57672,14072,0,0,0,3493606441,26483181,3492833761,1.38096,365
1365390,19270165,1370,56123,923,55017,14076,0,0,0,3493674941,26938236,3492839241,1.38233,365
1367954,19283865,1370,58687,927,56535,14086,0,0,0,3493709191,27239818,3492852941,1.38233,365
1368189,19314005,1370,57689,937,59099,14108,0,0,0,3493709191,27363896,3492883081,1.38233,365
1384860,19329075,1370,73163,935,59273,14119,0,0,0,3494188691,27584796,3492898151,1.38507,365
1384915,19359215,1370,73218,839,75695,14141,0,0,0,3494188691,26800457,3492928291,1.38507,365
1384952,19400315,1370,70812,861,75750,14171,0,0,0,3494188691,26234680,3492969391,1.38644,365
1384999,19435935,1370,70859,882,75465,14197,0,0,0,3494188691,25847764,3493005011,1.38918,365
1385031,19444155,1370,69674,908,75512,14203,0,0,0,3494188691,25557910,3493013231,1.39055,365
1385087,19474295,1370,69730,914,75544,14225,0,0,0,3494188691,25345130,3493043371,1.39055,365
1385116,19487995,1370,68543,936,75600,14235,0,0,0,3494188691,25183958,3493057071,1.39192,365
1385162,19512655,1370,68589,946,75629,14253,0,0,0,3494188691,25103758,3493081731,1.39329,365
1385191,19531835,1370,39476,964,75675,14267,0,0,0,3494188691,25035033,3493100911,1.39466,365
1385219,19533205,1370,39504,969,84460,14268,0,0,0,3494188691,26385593,3493102281,1.39466,365
1385247,19566085,1370,39178,970,84460,14292,0,0,0,3494188691,27718371,3493135161,1.39603,365
1385300,19575675,1370,38029,971,83541,14299,0,0,0,3494224311,29021618,3493144751,1.3974,365
1385328,19597595,1370,38057,951,83471,14315,0,0,0,3494224311,30317022,3493166671,1.3974,365
1385353,19618145,1370,36821,967,83471,14330,0,0,0,3494224311,31578062,3493187221,1.39877,365
1385379,19657875,1370,35558,684,65345,14359,0,0,0,3494224311,32871556,3493226951,1.40014,365
1385420,19661985,1370,34311,713,66634,14362,0,0,0,3494224311,34093173,3493231061,1.40151,365
1391928,19688015,1370,40819,716,67922,14381,0,0,0,3494394191,35441917,3493257091,1.40151,365
1392006,19705825,1370,39609,735,67922,14394,0,0,0,3494436661,36072195,3493274901,1.40151,365
1392099,19718155,1370,39702,748,69210,14403,0,0,0,3494480501,36763529,3493287231,1.40151,365
1392127,19749665,1370,37153,757,69210,14426,0,0,0,3494480501,37380868,3493318741,1.40151,365
1392153,19778435,1370,37179,780,71787,14447,0,0,0,3494480501,38073733,3493347511,1.40151,365
1392173,19793505,1370,35911,801,71787,14458,0,0,0,3494480501,38842381,3493362581,1.40151,365
1397522,19808575,1370,41260,812,73075,14469,0,0,0,3494620241,39688778,3493377651,1.40151,365
1397578,19837345,1370,40027,823,73075,14490,0,0,0,3494620241,39819749,3493406421,1.40151,365
1397611,19879815,1370,37467,680,65683,14521,0,0,0,3494620241,40081673,3493448891,1.40151,365
1402126,19923655,1370,40699,613,64633,14553,0,0,0,3494806561,40309714,3493492731,1.40151,365
1402372,19967495,1370,39661,645,65916,14585,0,0,0,3494806561,40357085,3493536571,1.40425,365
1408760,20011335,1370,43483,677,67200,14617,0,0,0,3494942191,40494530,3493580411,1.40562,365
1409083,20055175,1370,42522,709,69766,14649,0,0,0,3494988771,40045186,3493624251,1.40836,365
1412940,20099015,1370,45108,577,57294,14681,0,0,0,3495035351,39933496,3493668091,1.4111,365
1415139,20142855,1370,44778,609,58565,14713,0,0,0,3495080561,39509189,3493711931,1.41247,365
1417464,20186695,1370,45861,605,59861,14745,0,0,0,3495125771,39083964,3493755771,1.41521,365
1417745,20230535,1370,44901,637,61103,14777,0,0,0,3495170981,38715059,3493799611,1.41658,365
1420719,20274375,1370,46633,669,62344,14809,0,0,0,3495216191,38544693,3493843451,1.41932,365
1427409,20311365,1370,52082,701,63586,14836,0,0,0,3495261401,38220355,3493880441,1.42206,365
1427504,20318215,1370,50935,728,64827,14841,0,0,0,3495303871,37350053,3493887291,1.42343,365
1427550,20345615,1370,50981,733,66069,14861,0,0,0,3495303871,36826337,3493914691,1.42343,365
1427595,20362055,1370,49784,753,66069,14873,0,0,0,3495339491,36410603,3493931131,1.4248,365
1429829,20379865,1370,52018,765,67311,14886,0,0,0,3495339491,36173394,3493948941,1.42617,365
1436189,20436035,1370,55895,778,67311,14927,0,0,0,3495375111,35729057,3494005111,1.42617,365
1436298,20448365,1370,56004,819,69794,14936,0,0,0,3495416211,34988528,3494017441,1.43028,365
1436343,20479875,1370,54807,828,69794,14959,0,0,0,3495447721,34379664,3494048951,1.43028,365
1436372,20516865,1370,53595,851,71036,14986,0,0,0,3495447721,33996853,3494085941,1.43165,365
1436411,20523715,1370,52392,878,72277,14991,0,0,0,3495487451,33670994,3494092791,1.43302,365
1438589,20551115,1370,54570,883,73519,15011,0,0,0,3495527181,33594566,3494120191,1.43439,365
1438649,20567555,1370,53389,903,73519,15023,0,0,0,3495527181,33355345,3494136631,1.43576,365
1438720,20585365,1370,53460,915,74760,15036,0,0,0,3495566911,33215802,3494154441,1.43576,365
1440891,20611395,1370,54389,928,74760,15055,0,0,0,3495591571,33120589,3494180471,1.43713,365
1445322,20655235,1370,57578,947,76002,15087,0,0,0,3495591571,32968544,3494224311,1.4385,365
1445427,20697705,1370,56456,795,60075,15118,0,0,0,3495665551,32529580,3494266781,1.44124,365
1445468,20699075,1370,55299,756,60007,15119,0,0,0,3495703911,32310575,3494268151,1.44261,365
1445569,20740175,1370,55400,757,60048,15149,0,0,0,3495703911,32181287,3494309251,1.44261,365
1445600,20742915,1370,54232,787,60149,15151,0,0,0,3495703911,32122458,3494311991,1.44535,365
1452138,20782645,1370,60770,789,60180,15180,0,0,0,3495742271,32104768,3494351721,1.44535,365
1452215,20786755,1370,59649,818,66718,15183,0,0,0,3495780631,31641242,3494355831,1.44672,365
1452249,20825115,1370,59683,821,66795,15211,0,0,0,3495780631,31300241,3494394191,1.44672,365
1452292,20830595,1370,58528,849,66829,15215,0,0,0,3495818991,31064156,3494399671,1.44946,365
1454467,20867585,1370,60703,834,60364,15242,0,0,0,3495849131,30889276,3494436661,1.44946,365
1454540,20874435,1370,59598,861,62539,15247,0,0,0,3495886121,30619801,3494443511,1.45083,365
1456820,20911425,1370,61878,853,62534,15274,0,0,0,3495895711,30465201,3494480501,1.4522,365
1456912,20918275,1370,60778,880,64814,15279,0,0,0,3495932701,30185431,3494487351,1.45357,365
1497366,20962115,1370,100058,821,64739,15311,0,0,0,3495932701,29991256,3494531191,1.45357,365
1497497,21005955,1370,99016,853,105193,15343,0,0,0,3495966951,27501816,3494575031,1.45631,365
1497551,21049795,1370,99070,885,105324,15375,0,0,0,3495999831,25676706,3494618871,1.45768,365
1497587,21093635,1370,97932,917,105378,15407,0,0,0,3495999831,24342742,3494662711,1.46042,365
1497621,21097745,1370,97966,886,99976,15410,0,0,0,3495999831,23291887,3494666821,1.46316,365
1497656,21137475,1370,96845,889,100010,15439,0,0,0,3495999831,22451111,3494706551,1.46316,365
1497690,21181315,1370,95724,918,100045,15471,0,0,0,3495999831,21821981,3494750391,1.46453,365
1497742,21225155,1370,94620,950,100079,15503,0,0,0,3495999831,21321917,3494794231,1.46727,365
1497776,21237485,1370,94654,982,100131,15512,0,0,0,3495999831,20923809,3494806561,1.46864,365
1497809,21268995,1370,93532,991,100165,15535,0,0,0,3495999831,20624181,3494838071,1.47001,365
1497839,21312835,1370,92412,950,95437,15567,0,0,0,3495999831,20404806,3494881911,1.47138,365
1497883,21356675,1370,91305,982,95467,15599,0,0,0,3495999831,20237260,3494925751,1.47412,365
1497930,21373115,1370,91352,1014,95511,15611,0,0,0,3495999831,20110948,3494942191,1.47549,365
1497959,21400515,1370,89154,1026,95558,15631,0,0,0,3495999831,20035436,3494969591,1.47686,365
1497994,21444355,1370,88608,1014,89199,15663,0,0,0,3496027231,20034203,3495013431,1.47823,365
1498017,21488195,1370,85024,1014,88911,15695,0,0,0,3496027231,20034471,3495057271,1.4796,365
1498038,21511485,1370,85045,1014,85077,15712,0,0,0,3496027231,20071346,3495080561,1.48234,365
1498085,21532035,1370,82901,1031,85098,15727,0,0,0,3496027231,20191824,3495101111,1.48371,365
1498105,21575875,1370,80590,1014,82946,15759,0,0,0,3496027231,20362738,3495144951,1.48508,365
1498367,21619715,1370,80268,1014,80641,15791,0,0,0,3496027231,20516200,3495188791,1.48645,365
1498388,21663555,1370,77626,1014,80622,15823,0,0,0,3496027231,20735603,3495232631,1.48919,365
1498718,21707395,1370,71256,1014,77669,15855,0,0,0,3496054631,20933575,3495276471,1.49056,365
1498746,21751235,1370,70716,1019,71309,15887,0,0,0,3496083401,21204368,3495320311,1.4933,365
1499689,21795075,1370,69812,1026,71196,15919,0,0,0,3496083401,21667117,3495364151,1.49604,365
1500002,21838915,1370,63761,1033,69860,15951,0,0,0,3496112171,22059562,3495407991,1.49741,365
1504485,21882755,1370,66741,1024,63813,15983,0,0,0,3496169711,22491004,3495451831,1.50015,365
1508765,21926595,1370,69841,997,68113,16015,0,0,0,3496260131,22934035,3495495671,1.50152,365
1509024,21970435,1370,68917,1024,72354,16047,0,0,0,3496260131,23255009,3495539511,1.50426,365
1513170,22014275,1370,71867,1024,70375,16079,0,0,0,3496380691,23583032,3495583351,1.507,365
1520068,22058115,1370,74694,1043,74450,16111,0,0,0,3496531391,23744548,3495627191,1.50837,365
1520124,22101955,1370,73086,1024,74746,16143,0,0,0,3496531391,23689170,3495671031,1.51111,365
1522385,22145795,1370,74160,1025,74697,16175,0,0,0,3496591671,23780392,3495714871,1.51248,365
1524847,22189635,1370,72667,1024,76785,16207,0,0,0,3496651951,23861575,3495758711,1.51522,365
1527108,22233475,1370,74321,1027,72709,16239,0,0,0,3496712231,23888188,3495802551,1.51796,365
1540893,22273205,1370,86872,1028,74859,16268,0,0,0,3497027331,23961794,3495842281,1.51933,365
1559303,22349925,1370,102432,1053,88601,16324,0,0,0,3497358871,23540198,3495919001,1.52207,365
1559344,22393765,1370,61901,1050,102483,16356,0,0,0,3497419151,22575424,3495962841,1.52481,365
1559358,22438975,1370,60012,1045,100135,16389,0,0,0,3497419151,21892707,3496008051,1.52755,365
1559366,22484185,1370,58652,758,90541,16422,0,0,0,3497419151,22670263,3496053261,1.53029,365
1576301,22529395,1370,72921,599,79952,16455,0,0,0,3497569851,23449832,3496098471,1.53166,365
1576357,22573235,1370,70394,536,76612,16487,0,0,0,3497630131,23596851,3496142311,1.5344,365
1576371,22618445,1370,69129,536,76355,16520,0,0,0,3497630131,23831897,3496187521,1.53714,365
1576384,22663655,1370,66513,537,71886,16553,0,0,0,3497661641,24125527,3496232731,1.53851,365
1576396,22691055,1370,66525,570,72127,16573,0,0,0,3497661641,24463517,3496260131,1.54125,365
1576409,22708865,1370,65224,590,72127,16586,0,0,0,3497661641,24858331,3496277941,1.54262,365
1576419,22752705,1370,62678,539,71078,16618,0,0,0,3497661641,25250089,3496321781,1.54262,365
1576436,22797915,1370,61417,571,73634,16651,0,0,0,3497661641,25648197,3496366991,1.54536,365
1576446,22811615,1370,61427,604,74912,16661,0,0,0,3497661641,26127626,3496380691,1.5481,365
1576457,22843125,1370,58891,614,74912,16684,0,0,0,3497661641,26579675,3496412201,1.5481,365
1584757,22888335,1370,65921,605,76263,16717,0,0,0,3497867141,27074436,3496457411,1.54947,365
1584783,22932175,1370,64678,638,77533,16749,0,0,0,3497867141,27195821,3496501251,1.55221,365
1584802,22977385,1370,62158,670,78802,16782,0,0,0,3497867141,27370860,3496546461,1.55495,365
1584814,22992455,1370,62170,639,75606,16793,0,0,0,3497867141,27635362,3496561531,1.55632,365
1584823,23022595,1370,60912,650,75606,16815,0,0,0,3497867141,27939218,3496591671,1.55769,365
1610757,23067805,1370,84315,672,76873,16848,0,0,0,3498150731,28280343,3496636881,1.55906,365
1610893,23082875,1370,84451,673,88372,16859,0,0,0,3498184981,27327087,3496651951,1.5618,365
1610944,23111645,1370,83239,684,88508,16880,0,0,0,3498213751,26558919,3496680721,1.5618,365
1610979,23156855,1370,80751,673,86097,16913,0,0,0,3498213751,25998579,3496725931,1.56317,365
1611021,23202065,1370,79478,674,83871,16946,0,0,0,3498246631,25551711,3496771141,1.56591,365
1611057,23206175,1370,79514,707,83913,16949,0,0,0,3498246631,25262623,3496775251,1.56728,365
1611090,23247275,1370,76917,710,83949,16979,0,0,0,3498246631,25071406,3496816351,1.56865,365
1611195,23291115,1370,75707,740,83982,17011,0,0,0,3498246631,24962308,3496860191,1.57002,365
1611227,23336325,1370,73109,772,84087,17044,0,0,0,3498246631,24941927,3496905401,1.57276,365
1611259,23363725,1370,73141,805,85331,17064,0,0,0,3498246631,24960726,3496932801,1.57413,365
1611307,23381535,1370,71874,825,85331,17077,0,0,0,3498246631,25087538,3496950611,1.5755,365
1611353,23426745,1370,70605,838,86646,17110,0,0,0,3498246631,25255385,3496995821,1.57687,365
1611397,23470585,1370,68019,871,87961,17142,0,0,0,3498279511,25426701,3497039661,1.57961,365
1611421,23488395,1370,68043,874,89357,17155,0,0,0,3498279511,25673204,3497057471,1.58098,365
1611444,23515795,1370,66785,887,89357,17175,0,0,0,3498279511,25952439,3497084871,1.58235,365
1611463,23561005,1370,64244,907,90638,17208,0,0,0,3498279511,26261155,3497130081,1.58372,365
1621760,23578815,1370,74541,940,93198,17221,0,0,0,3498509671,26561819,3497147891,1.58646,365
1621841,23606215,1370,73341,953,93198,17241,0,0,0,3498542551,26429574,3497175291,1.58646,365
1621889,23650055,1370,70828,973,94479,17273,0,0,0,3498542551,26392399,3497219131,1.58783,365
1621921,23674715,1370,69580,1005,97040,17291,0,0,0,3498542551,26383354,3497243791,1.59057,365
1621950,23719925,1370,68329,1023,98320,17324,0,0,0,3498542551,26473961,3497289001,1.59194,365
1621977,23729515,1370,68356,1056,99600,17331,0,0,0,3498542551,26614263,3497298591,1.59331,365
1622014,23765135,1370,65832,1063,99600,17357,0,0,0,3498576801,26799608,3497334211,1.59468,365
1622089,23810345,1370,62760,1089,102161,17390,0,0,0,3498576801,27025690,3497379421,1.59605,365
1631815,23854185,1370,70483,1066,102458,17422,0,0,0,3498782301,27311069,3497423261,1.59879,365
1631913,23880215,1370,70581,1000,72449,17441,0,0,0,3498816551,27226049,3497449291,1.60016,365
1631950,23899395,1370,69333,1019,72547,17455,0,0,0,3498816551,27246751,3497468471,1.60153,365
1631980,23910355,1370,69363,1033,72584,17463,0,0,0,3498816551,27328224,3497479431,1.6029,365
1632008,23940495,1370,68105,1041,72614,17485,0,0,0,3498816551,27377867,3497509571,1.6029,365
1632035,23944605,1370,66847,1063,72642,17488,0,0,0,3498816551,27506535,3497513681,1.60427,365
1665805,23970635,1370,100617,1066,72669,17507,0,0,0,3499119321,27685287,3497539711,1.60564,365
1665926,23989815,1370,99453,1085,106439,17521,0,0,0,3499146721,26246494,3497558891,1.60701,365
1665979,24000775,1370,99506,1099,106560,17529,0,0,0,3499146721,25135509,3497569851,1.60701,365
1666026,24030915,1370,89694,1107,106613,17551,0,0,0,3499178231,24256419,3497599991,1.60838,365
1666067,24033655,1370,89096,1096,89725,17553,0,0,0,3499208371,23896937,3497602731,1.60975,365
1666098,24061055,1370,89127,1098,89766,17573,0,0,0,3499208371,23595479,3497630131,1.60975,365
1666130,24078865,1370,87882,1118,89797,17586,0,0,0,3499208371,23356652,3497647941,1.61112,365
1666180,24092565,1370,87932,1066,89759,17596,0,0,0,3499208371,23177865,3497661641,1.61112,365
1666214,24124075,1370,86660,1076,89809,17619,0,0,0,3499208371,23041537,3497693151,1.61249,365
1666246,24126815,1370,86692,935,89757,17621,0,0,0,3499208371,22969417,3497695891,1.61386,365
1666278,24161065,1370,85458,937,89789,17646,0,0,0,3499208371,22888688,3497730141,1.61386,365
1666308,24169285,1370,84223,962,89821,17652,0,0,0,3499208371,22879455,3497738361,1.61523,365
1666338,24195315,1370,84253,968,89851,17671,0,0,0,3499208371,22915530,3497764391,1.6166,365
1666368,24213125,1370,83018,987,89881,17684,0,0,0,3499208371,22948572,3497782201,1.61797,365
1666398,24229565,1370,83048,1000,89911,17696,0,0,0,3499208371,23002507,3497798641,1.61797,365
1666456,24258335,1370,81841,1012,89941,17717,0,0,0,3499208371,23068377,3497827411,1.61934,365
1666488,24263815,1370,81873,1033,89999,17721,0,0,0,3499208371,23170239,3497832891,1.62071,365
1666519,24298065,1370,80639,1037,90031,17746,0,0,0,3499208371,23241678,3497867141,1.62071,365
1666550,24303545,1370,79405,1062,90062,17750,0,0,0,3499208371,23367439,3497872621,1.62208,365
1674368,24333685,1370,87223,935,81727,17772,0,0,0,3499389211,23524638,3497902761,1.62345,365
1674431,24348755,1370,86027,957,89545,17783,0,0,0,3499389211,23388765,3497917831,1.62482,365
1674465,24369305,1370,86061,968,89608,17798,0,0,0,3499389211,23295745,3497938381,1.62482,365
1674503,24392595,1370,84839,983,89642,17815,0,0,0,3499389211,23233360,3497961671,1.62619,365
1674531,24404925,1370,84867,1000,89680,17824,0,0,0,3499389211,23223659,3497974001,1.62756,365
1674558,24437805,1370,83635,1009,89708,17848,0,0,0,3499389211,23197144,3498006881,1.62756,365
1674584,24440545,1370,83661,1033,89735,17850,0,0,0,3499389211,23255497,3498009621,1.6303,365
1674611,24476165,1370,82428,1035,89761,17876,0,0,0,3499389211,23271507,3498045241,1.6303,365
1674660,24483015,1370,81218,1061,89788,17881,0,0,0,3499389211,23347928,3498052091,1.63167,365
1674687,24511785,1370,81245,1066,89837,17902,0,0,0,3499389211,23440306,3498080861,1.63167,365
1674714,24528225,1370,80012,1087,89864,17914,0,0,0,3499389211,23540517,3498097301,1.63304,365
1674740,24547405,1370,80038,1099,89891,17928,0,0,0,3499389211,23675199,3498116481,1.63441,365
1674767,24572065,1370,78806,1113,89917,17946,0,0,0,3499389211,23795687,3498141141,1.63578,365
1674813,24581655,1370,78852,1131,89944,17953,0,0,0,3499420721,23929306,3498150731,1.63578,365
1674840,24617275,1370,63379,1138,89990,17979,0,0,0,3499420721,24065892,3498186351,1.63715,365
