now_us,bytes_acked,mss,rtt_us,tp_deliver_rate,tp_interval,tp_delivered,lost_pkt,total_retrans_pkt,app_limited,snd_nxt,sk_pacing_rate,snd_una,cwnd_MB,ssthresh_pkt
0,1308,1308,713306,0,0,2,0,0,1,253360298,38541,253348526,0.01308,2147483647
39488,2616,1308,752794,1,713306,3,0,0,1,253362914,42127,253349834,0.014388,2147483647
79468,3924,1308,792751,2,752794,4,0,0,1,253365530,45378,253351142,0.015696,2147483647
119735,5232,1308,833018,3,792774,5,0,0,1,253368146,48278,253352450,0.017004,2147483647
160411,6540,1308,873571,4,833041,6,0,0,1,253370762,50832,253353758,0.018312,2147483647
199755,7848,1308,912915,5,873717,7,0,0,1,253373378,53054,253355066,0.01962,2147483647
239379,9156,1308,952539,6,913061,8,0,0,1,253375994,54981,253356374,0.020928,2147483647
280123,10464,1308,993283,7,952685,9,0,0,1,253378610,56638,253357682,0.022236,2147483647
320075,11772,1308,1033128,8,993429,10,0,0,1,253381226,58047,253358990,0.023544,2147483647
359634,13080,1308,1072687,9,1033381,11,0,0,1,253383842,59246,253360298,0.024852,2147483647
679907,14388,1308,679846,10,1072940,12,0,0,1,253386458,60265,253361606,0.02616,2147483647
719593,15696,1308,719532,10,713367,13,0,0,0,253389074,65042,253362914,0.027468,2147483647
759609,17004,1308,720058,11,719593,14,0,0,0,253391690,69424,253364222,0.028776,2147483647
799953,18312,1308,760402,11,752857,15,0,0,0,253394306,73792,253365530,0.030084,2147483647
840639,19620,1308,751880,12,760465,16,0,0,0,253396922,77655,253366838,0.031392,2147483647
879997,20928,1308,791238,12,802042,17,0,0,0,253399538,81605,253368146,0.0327,2147483647
919610,22236,1308,776665,13,802042,18,0,0,0,253402154,85004,253369454,0.034008,2147483647
959138,23544,1308,816193,13,856228,19,0,0,0,253404770,88598,253370762,0.035316,2147483647
1000316,24852,1308,805907,14,856228,20,0,0,0,253407386,91607,253372070,0.036624,2147483647
1039887,26160,1308,845478,14,907569,21,0,0,0,253410002,94785,253373378,0.037932,2147483647
1080052,27468,1308,836335,15,907569,22,0,0,0,253412618,97368,253374686,0.03924,2147483647
1119617,28776,1308,875900,15,956877,23,0,0,0,253415234,100142,253375994,0.040548,2147483647
1159635,30084,1308,868338,16,956877,24,0,0,0,253417850,102329,253377302,0.041856,2147483647
1199561,31392,1308,908264,16,1004457,25,0,0,0,253420466,104722,253378610,0.043164,2147483647
1239789,32700,1308,902304,17,1004457,26,0,0,0,253423082,106540,253379918,0.044472,2147483647
1279859,34008,1308,942374,17,1050645,27,0,0,0,253425698,108577,253381226,0.04578,2147483647
1320246,35316,1308,937694,18,1050645,28,0,0,0,253428314,110062,253382534,0.047088,2147483647
1359438,36624,1308,976886,18,1095605,29,0,0,0,253430930,111780,253383842,0.048396,2147483647
1400000,37932,1308,973293,19,1095605,30,0,0,0,253433546,112991,253385150,0.049704,2147483647
1439520,39240,1308,1012813,19,1139760,31,0,0,0,253436162,114444,253386458,0.051012,2147483647
1479982,40548,1308,800014,20,1139760,32,0,0,0,253438778,115414,253387766,0.05232,2147483647
1519993,41856,1308,840025,20,800075,33,0,0,0,253441394,120065,253389074,0.053628,2147483647
1559416,43164,1308,839762,21,840086,34,0,0,0,253444010,123917,253390382,0.054936,2147483647
1600114,44472,1308,880460,21,839823,35,0,0,0,253446626,127712,253391690,0.056244,2147483647
1640403,45780,1308,880733,22,880521,36,0,0,0,253449242,130688,253392998,0.057552,2147483647
1680195,47088,1308,920525,22,880794,37,0,0,0,253451858,133659,253394306,0.05886,2147483647
1720395,48396,1308,920381,23,920586,38,0,0,0,253454474,135862,253395614,0.060168,2147483647
1759966,49704,1308,959952,23,920442,39,0,0,0,253457090,138140,253396922,0.061476,2147483647
1799552,51012,1308,958852,24,960013,40,0,0,0,253459706,139707,253398230,0.062784,48
2800424,94176,1308,1320383,40,1279529,73,0,0,0,253502870,61062,253441394,0.064092,48
2839926,95484,1308,1319872,41,1320442,74,0,0,0,253505486,60695,253442702,0.064092,48
2840029,96792,1308,1319975,41,1319933,75,0,0,0,253506794,60381,253444010,0.064092,48
2880545,98100,1308,1321070,42,1320036,76,0,0,0,253506794,60109,253445318,0.064092,48
2919813,99408,1308,1360338,42,1321129,77,0,0,0,253509410,59866,253446626,0.064092,48
2919919,100716,1308,1319742,43,1360397,78,0,0,0,253510718,59428,253447934,0.064092,48
2959423,102024,1308,1359246,43,1319805,79,0,0,0,253510718,59282,253449242,0.064092,48
2999388,104640,1308,1358924,44,1359309,81,0,0,0,253513334,60133,253451858,0.0654,48
2999496,105948,1308,1319241,45,1358985,82,0,0,0,253515950,59825,253453166,0.0654,48
2999545,107256,1308,1319290,45,1319301,83,0,0,0,253518566,59782,253454474,0.0654,48
3039279,109872,1308,1318822,46,1319350,85,0,0,0,253518566,59745,253457090,0.0654,48
3039378,112488,1308,1279349,47,1318884,87,0,0,0,253521182,59715,253459706,0.0654,48
3039424,113796,1308,1239796,48,1279412,88,0,0,0,253523798,59914,253461014,0.0654,48
3079929,115104,1308,1239669,48,1239872,89,0,0,0,253526414,60317,253462322,0.0654,48
3080005,116412,1308,1200360,48,1239682,90,0,0,0,253526414,60675,253463630,0.0654,48
3119857,117720,1308,1200262,48,1200371,91,0,0,0,253529030,61226,253464938,0.0654,48
3119933,119028,1308,1159908,48,1200274,92,0,0,0,253529030,61717,253466246,0.0654,48
3119973,120336,1308,1119646,48,1159919,93,0,0,0,253529030,62402,253467554,0.0654,48
3160178,121644,1308,1119990,48,1119659,94,0,0,0,253531646,63270,253468862,0.0654,48
3160255,122952,1308,1080291,48,1119999,95,0,0,0,253531646,64047,253470170,0.0654,48
3160293,124260,1308,1039454,48,1120765,96,0,0,0,253531646,65009,253471478,0.0654,48
3199936,125568,1308,1039934,48,1120463,97,0,0,0,253534262,66158,253472786,0.0654,48
3200028,126876,1308,1000472,48,1159626,98,0,0,0,253534262,67194,253474094,0.0654,48
3200068,128184,1308,960266,48,1159608,99,0,0,0,253534262,68420,253475402,0.0654,48
3240346,129492,1308,961183,48,1199854,100,0,0,0,253534262,71239,253476710,0.066708,48
3240420,130800,1308,961257,47,1199052,101,0,0,0,253534262,72550,253478018,0.066708,48
3280053,132108,1308,960802,48,1199052,102,0,0,0,253536878,73737,253479326,0.066708,48
3280129,133416,1308,960878,47,1199571,103,0,0,0,253536878,74812,253480634,0.066708,48
3280169,134724,1308,919820,48,1199571,104,0,0,0,253536878,75778,253481942,0.066708,48
3320061,136032,1308,920326,48,1200654,105,0,0,0,253539494,77023,253483250,0.066708,48
3320137,137340,1308,880848,48,1240040,106,0,0,0,253539494,78141,253484558,0.066708,48
3320385,138648,1308,881096,47,1239670,107,0,0,0,253539494,79534,253485866,0.066708,48
3359068,139956,1308,878300,48,1239670,108,0,0,0,253542110,80792,253487174,0.066708,48
3359159,141264,1308,878391,48,1240919,109,0,0,0,253544726,81955,253488482,0.066708,48
3399790,142572,1308,880323,49,1240919,110,0,0,0,253547342,83000,253489790,0.066708,48
3399863,143880,1308,880396,48,1239543,111,0,0,0,253547342,83915,253491098,0.066708,48
3399902,145188,1308,840439,49,1239543,112,0,0,0,253547342,84731,253492406,0.066708,48
3440071,147804,1308,840185,49,1279539,114,0,0,0,253549958,85917,253495022,0.066708,48
3440148,149112,1308,800424,49,1279579,115,0,0,0,253549958,86985,253496330,0.066708,48
3440328,150420,1308,760514,49,1280225,116,0,0,0,253549958,88425,253497638,0.066708,48
3479641,151728,1308,799827,48,1279752,117,0,0,0,253552574,90228,253498946,0.066708,48
3479716,153036,1308,759860,49,1279752,118,0,0,0,253552574,91353,253500254,0.066708,48
3479756,154344,1308,720285,49,1319794,119,0,0,0,253552574,92895,253501562,0.066708,48
3520496,155652,1308,761025,48,1319887,120,0,0,0,253557806,96700,253502870,0.068016,48
3560707,156960,1308,760222,49,1319887,121,0,0,0,253560422,97904,253504178,0.068016,48
3600245,158268,1308,799760,48,1320444,122,0,0,0,253563038,98994,253505486,0.068016,48
3640076,159576,1308,800090,49,1320444,123,0,0,0,253568270,99367,253506794,0.068016,48
3719999,160884,1308,839395,49,1319932,124,0,0,0,253573502,99690,253508102,0.068016,48
3759458,162192,1308,878854,48,1321129,125,0,0,0,253576118,99376,253509410,0.068016,48
3799761,163500,1308,879884,49,1321129,126,0,0,0,253576118,98513,253510718,0.068016,48
3799866,166116,1308,840382,49,1360402,128,0,0,0,253578734,97756,253513334,0.068016,48
3839936,168732,1308,840484,49,1359307,130,0,0,0,253581350,97676,253515950,0.068016,48
3882908,170040,1308,857945,49,1358988,131,0,0,0,253583966,97605,253517258,0.068016,48
3883010,171348,1308,858047,49,1344708,132,0,0,0,253585274,97289,253518566,0.068016,48
3919799,172656,1308,851077,50,1344708,133,0,0,0,253587890,98878,253519874,0.069324,48
3959383,173964,1308,890661,48,1348265,134,0,0,0,253589198,98735,253521182,0.069324,48
3959485,175272,1308,846954,49,1348265,135,0,0,0,253590506,98035,253522490,0.069324,48
4000686,176580,1308,888155,48,1352502,136,0,0,0,253590506,98058,253523798,0.069324,48
4039649,177888,1308,883456,49,1352502,137,0,0,0,253593122,97487,253525106,0.069324,48
4039748,179196,1308,883555,49,1356565,138,0,0,0,253594430,97058,253526414,0.069324,48
4080035,180504,1308,880471,50,1356565,139,0,0,0,253594430,96685,253527722,0.069324,48
4125110,181812,1308,925546,49,1319919,140,0,0,0,253597046,96404,253529030,0.069324,48
4125211,183120,1308,882920,50,1319919,141,0,0,0,253598354,95537,253530338,0.069324,48
4165073,184428,1308,922782,48,1241964,142,0,0,0,253598354,95371,253531646,0.069324,48
4165392,187044,1308,881754,49,1241964,144,0,0,0,253600970,96472,253534262,0.070632,48
4204310,188352,1308,881131,48,1162799,145,0,0,0,253603586,96428,253535570,0.070632,48
4239938,189660,1308,916759,44,1044016,146,0,0,0,253606202,96399,253536878,0.070632,48
4240041,190968,1308,881384,45,1044016,147,0,0,0,253607510,95887,253538186,0.070632,48
4279962,192276,1308,921305,43,998308,148,0,0,0,253607510,95922,253539494,0.070632,48
4319948,194892,1308,927327,44,999793,150,0,0,0,253610126,95413,253542110,0.070632,48
4320053,197508,1308,895053,43,999563,152,0,0,0,253612742,96650,253544726,0.07194,48
4360019,198816,1308,903099,44,960985,153,0,0,0,253616666,96624,253546034,0.07194,48
4404802,200124,1308,947882,44,1000860,154,0,0,0,253616666,96494,253547342,0.07194,48
4404907,202740,1308,916469,45,1045643,156,0,0,0,253619282,95781,253549958,0.07194,48
4440671,204048,1308,921785,44,1005005,157,0,0,0,253621898,97318,253551266,0.073248,48
4480283,205356,1308,961397,41,1000343,158,0,0,0,253624514,97068,253552574,0.073248,48
4480387,206664,1308,932508,42,1039955,159,0,0,0,253625822,96325,253553882,0.073248,48
4519588,207972,1308,971709,40,1000631,160,0,0,0,253625822,96062,253555190,0.073248,48
4559490,209280,1308,984558,41,1039832,161,0,0,0,253628438,95324,253556498,0.073248,48
4559593,210588,1308,984661,42,1079734,162,0,0,0,253629746,94523,253557806,0.073248,48
4600035,211896,1308,998050,43,1079837,163,0,0,0,253632362,95508,253559114,0.074556,48
4640200,213204,1308,1038215,43,1079539,164,0,0,0,253633670,94733,253560422,0.074556,48
4640305,215820,1308,1011600,44,1119704,166,0,0,0,253634978,93571,253563038,0.074556,48
4681966,218436,1308,1026835,45,1079598,168,0,0,0,253637594,92898,253565654,0.074556,48
4719973,219744,1308,1038516,46,1081721,169,0,0,0,253640210,93752,253566962,0.075864,48
4720079,221052,1308,1038622,47,1119728,170,0,0,0,253642826,92944,253568270,0.075864,48
4759926,222360,1308,1052142,48,1119834,171,0,0,0,253642826,92248,253569578,0.075864,48
4760542,223668,1308,1052758,48,1119850,172,0,0,0,253645442,91491,253570886,0.075864,48
4799548,224976,1308,1065523,49,1120466,173,0,0,0,253645442,90833,253572194,0.075864,48
4839366,226284,1308,1105341,50,1159472,174,0,0,0,253648058,90121,253573502,0.075864,48
4839470,227592,1308,1079203,51,1199290,175,0,0,0,253650674,90608,253574810,0.077172,48
4879986,228900,1308,1119719,51,1119471,176,0,0,0,253650674,89979,253576118,0.077172,48
4920580,230208,1308,1120757,52,1159987,177,0,0,0,253653290,89000,253577426,0.077172,48
4920685,231516,1308,1120862,51,1120819,178,0,0,0,253654598,88151,253578734,0.077172,48
4960136,232824,1308,1146785,52,1120924,179,0,0,0,253657214,88901,253580042,0.07848,48
4960237,234132,1308,1146886,51,1160270,180,0,0,0,253658522,87993,253581350,0.07848,48
4999561,235440,1308,1159427,52,1160371,181,0,0,0,253658522,87212,253582658,0.07848,48
4999664,236748,1308,1159530,51,1159625,182,0,0,0,253661138,86416,253583966,0.07848,48
4999706,238056,1308,1116737,52,1159728,183,0,0,0,253661138,85730,253585274,0.07848,48
5040247,239364,1308,1150556,52,1116798,184,0,0,0,253663754,86979,253586582,0.079788,48
5040344,240672,1308,1150653,52,1157237,185,0,0,0,253666370,86490,253587890,0.079788,48
5079200,241980,1308,1159340,53,1157334,186,0,0,0,253666370,86066,253589198,0.079788,48
5080210,243288,1308,1120766,53,1159401,187,0,0,0,253668986,85615,253590506,0.079788,48
5119983,245904,1308,1119235,53,1120827,189,0,0,0,253668986,85591,253593122,0.079788,48
5120099,247212,1308,1080391,53,1119297,190,0,0,0,253674218,86989,253594430,0.081096,48
5159379,248520,1308,1079283,53,1080450,191,0,0,0,253674218,87363,253595738,0.081096,48
5159477,249828,1308,1079381,52,1079344,192,0,0,0,253676834,87704,253597046,0.081096,48
5199721,251136,1308,1074550,53,1079442,193,0,0,0,253676834,88003,253598354,0.081096,48
5199842,252444,1308,1034706,53,1074611,194,0,0,0,253679450,89740,253599662,0.082404,48
5239451,253752,1308,1074315,52,1034769,195,0,0,0,253682066,90429,253600970,0.082404,48
5239526,255060,1308,1060832,53,1074378,196,0,0,0,253682066,90628,253602278,0.082404,48
5279739,256368,1308,1101045,52,1074134,197,0,0,0,253684682,90943,253603586,0.082404,48
5279839,257676,1308,1074015,53,1114347,198,0,0,0,253687298,92241,253604894,0.083712,48
5319913,258984,1308,1114089,53,1075529,199,0,0,0,253687298,92400,253606202,0.083712,48
5320021,260292,1308,1080021,54,1115603,200,0,0,0,253689914,92115,253607510,0.083712,48
5320071,261600,1308,1040048,54,1080083,201,0,0,0,253692530,93667,253608818,0.08502,48
5360305,262908,1308,1080282,53,1040109,202,0,0,0,253692530,94199,253610126,0.08502,48
5360411,264216,1308,1040401,54,1080343,203,0,0,0,253695146,94229,253611434,0.08502,48
5399494,265524,1308,1079484,53,1040463,204,0,0,0,253695146,94692,253612742,0.08502,48
5399700,266832,1308,1066157,54,1079546,205,0,0,0,253697762,96125,253614050,0.086328,48
5440546,268140,1308,1107003,53,1079647,206,0,0,0,253700378,96254,253615358,0.086328,48
5440620,269448,1308,1080003,54,1120493,207,0,0,0,253700378,95912,253616666,0.086328,48
5479761,270756,1308,1074898,55,1120567,208,0,0,0,253702994,95912,253617974,0.086328,48
5479865,272064,1308,1075002,54,1074959,209,0,0,0,253705610,97424,253619282,0.087636,48
5520525,273372,1308,1102005,55,1075063,210,0,0,0,253705610,97474,253620590,0.087636,48
5520629,274680,1308,1102109,54,1115618,211,0,0,0,253708226,97214,253621898,0.087636,48
5559405,275988,1308,1114005,55,1115722,212,0,0,0,253708226,96986,253623206,0.087636,48
5559509,277296,1308,1114109,55,1118734,213,0,0,0,253710842,98097,253624514,0.088944,48
5559562,278604,1308,1079217,56,1118838,214,0,0,0,253713458,97804,253625822,0.088944,48
5599831,279912,1308,1080182,56,1079279,215,0,0,0,253714766,97940,253627130,0.088944,48
5599900,281220,1308,1080251,55,1080243,216,0,0,0,253714766,98048,253628438,0.088944,48
5599965,282528,1308,1040414,56,1080312,217,0,0,0,253717382,99585,253629746,0.090252,48
5639733,283836,1308,1073263,56,1040475,218,0,0,0,253719998,100127,253631054,0.090252,48
5639804,285144,1308,1073334,56,1080140,219,0,0,0,253719998,100224,253632362,0.090252,48
5680093,286452,1308,1079998,57,1080211,220,0,0,0,253722614,100308,253633670,0.090252,48
5680189,287760,1308,1039926,57,1080058,221,0,0,0,253725230,101758,253634978,0.09156,48
5680232,289068,1308,1032980,57,1039989,222,0,0,0,253725230,102229,253636286,0.09156,48
5719863,290376,1308,1072611,56,1039927,223,0,0,0,253727846,102729,253637594,0.09156,48
5719937,291684,1308,1037908,57,1079558,224,0,0,0,253727846,102692,253638902,0.09156,48
5720001,292992,1308,1037972,56,1037971,225,0,0,0,253730462,104550,253640210,0.092868,48
5759985,294300,1308,1039951,57,1038035,226,0,0,0,253733078,104893,253641518,0.092868,48
5760057,295608,1308,1040023,57,1040012,227,0,0,0,253733078,105171,253642826,0.092868,48
5799958,296916,1308,1039972,58,1040084,228,0,0,0,253735694,105415,253644134,0.092868,48
5800053,298224,1308,1040067,57,1052202,229,0,0,0,253738310,107117,253645442,0.094176,48
5800097,299532,1308,1000489,58,1052202,230,0,0,0,253738310,107308,253646750,0.094176,48
5840083,300840,1308,1040475,57,1065583,231,0,0,0,253740926,109482,253648058,0.095484,48
5840178,302148,1308,1000750,58,1065583,232,0,0,0,253743542,109562,253649366,0.095484,48
5840218,303456,1308,1000790,58,1105403,233,0,0,0,253743542,110155,253650674,0.095484,48
5879590,304764,1308,999543,59,1105403,234,0,0,0,253746158,110679,253651982,0.095484,48
5879682,306072,1308,999635,58,1119780,235,0,0,0,253748774,112681,253653290,0.096792,48
5920091,307380,1308,999448,59,1119780,236,0,0,0,253748774,113108,253654598,0.096792,48
5920190,308688,1308,992127,59,1120820,237,0,0,0,253751390,113487,253655906,0.096792,48
5920249,309996,1308,992186,59,1128240,238,0,0,0,253751390,113923,253657214,0.096792,48
5960175,311304,1308,999979,60,1128240,239,0,0,0,253754006,115851,253658522,0.0981,48
5960275,312612,1308,960654,60,1146845,240,0,0,0,253756622,116082,253659830,0.0981,48
5960313,313920,1308,960692,59,1159487,241,0,0,0,253756622,116852,253661138,0.0981,48
6000048,315228,1308,985291,60,1159487,242,0,0,0,253759238,117533,253662446,0.0981,48
6000165,316536,1308,985408,59,1131788,243,0,0,0,253761854,119343,253663754,0.099408,48
6000208,317844,1308,955375,60,1131788,244,0,0,0,253761854,119555,253665062,0.099408,48
6039541,319152,1308,994708,60,1155142,245,0,0,0,253764470,121775,253666370,0.100716,48
6039635,320460,1308,960373,61,1155142,246,0,0,0,253767086,121740,253667678,0.100716,48
6080117,321768,1308,1000855,60,1159402,247,0,0,0,253767086,122239,253668986,0.100716,48
6080216,323076,1308,960171,61,1159402,248,0,0,0,253769702,122051,253670294,0.100716,48
6080261,324384,1308,960216,59,1119297,249,0,0,0,253772318,124107,253671602,0.102024,48
6119712,325692,1308,984004,60,1119297,250,0,0,0,253772318,124522,253672910,0.102024,48
6119809,327000,1308,984101,61,1134960,251,0,0,0,253774934,124509,253674218,0.102024,48
6119878,328308,1308,954097,62,1134960,252,0,0,0,253777550,126092,253675526,0.103332,48
6159975,329616,1308,994194,61,1085685,253,0,0,0,253777550,126563,253676834,0.103332,48
6160071,330924,1308,960288,62,1085685,254,0,0,0,253780166,126330,253678142,0.103332,48
6200565,332232,1308,1000782,61,1074612,255,0,0,0,253782782,128276,253679450,0.10464,48
6200641,333540,1308,975882,62,1074612,256,0,0,0,253782782,127919,253680758,0.10464,48
6200705,334848,1308,975946,62,1059623,257,0,0,0,253785398,128012,253682066,0.10464,48
6239141,336156,1308,985453,63,1059623,258,0,0,0,253785398,128093,253683374,0.10464,48
6239245,337464,1308,985557,62,1074994,259,0,0,0,253788014,129609,253684682,0.105948,48
6240534,340080,1308,958081,63,1074994,261,0,0,0,253790630,129532,253687298,0.105948,48
6280213,342696,1308,960237,64,1103759,263,0,0,0,253793246,131524,253689914,0.107256,48
6280313,344004,1308,941100,64,1114152,264,0,0,0,253795862,131833,253691222,0.107256,48
6280357,345312,1308,941144,64,1099213,265,0,0,0,253798478,134045,253692530,0.108564,48
6319163,346620,1308,952021,65,1099213,266,0,0,0,253801094,134577,253693838,0.108564,48
6319237,347928,1308,952095,64,1087119,267,0,0,0,253801094,134856,253695146,0.108564,48
6359187,349236,1308,959633,65,1087119,268,0,0,0,253803710,136727,253696454,0.109872,48
6359286,350544,1308,959732,64,1079544,269,0,0,0,253806326,136810,253697762,0.109872,48
6359327,351852,1308,937209,65,1079544,270,0,0,0,253806326,136881,253699070,0.109872,48
6399355,353160,1308,977237,65,1088575,271,0,0,0,253808942,137344,253700378,0.109872,48
6399455,355776,1308,950159,66,1088575,273,0,0,0,253811558,138667,253702994,0.11118,48
6399728,357084,1308,919908,66,1088679,274,0,0,0,253814174,140517,253704302,0.112488,48
6439967,358392,1308,960147,66,1074957,275,0,0,0,253816790,141266,253705610,0.112488,48
6440041,359700,1308,919456,67,1074957,276,0,0,0,253816790,141181,253706918,0.112488,48
6479740,361008,1308,959155,66,1102065,277,0,0,0,253819406,143510,253708226,0.113796,48
6479841,362316,1308,920377,67,1102065,278,0,0,0,253822022,143367,253709534,0.113796,48
6479881,363624,1308,920417,66,1114064,279,0,0,0,253822022,143973,253710842,0.113796,48
6520250,364932,1308,947452,67,1114064,280,0,0,0,253824638,146169,253712150,0.115104,48
6520347,366240,1308,947549,67,1127398,281,0,0,0,253827254,146121,253713458,0.115104,48
6520386,367548,1308,920841,68,1127398,282,0,0,0,253827254,146077,253714766,0.115104,48
6560040,368856,1308,947140,68,1119200,283,0,0,0,253829870,148221,253716074,0.116412,48
6560147,370164,1308,947247,67,1093251,284,0,0,0,253832486,148129,253717382,0.116412,48
6560388,371472,1308,921219,68,1093251,285,0,0,0,253832486,148047,253718690,0.116412,48
6599990,372780,1308,960821,68,1079618,286,0,0,0,253835102,150155,253719998,0.11772,48
6600098,374088,1308,934802,69,1079618,287,0,0,0,253837718,149756,253721306,0.11772,48
6639919,375396,1308,974623,68,1098826,288,0,0,0,253837718,149925,253722614,0.11772,48
6640026,378012,1308,948650,69,1098826,290,0,0,0,253840334,150942,253725230,0.119028,48
6640079,380628,1308,922995,70,1091281,292,0,0,0,253842950,150895,253727846,0.119028,48
6680299,381936,1308,937750,70,1069832,293,0,0,0,253848182,153030,253729154,0.120336,48
6680373,383244,1308,937824,69,1060520,294,0,0,0,253848182,153149,253730462,0.120336,48
6680435,384552,1308,912865,70,1060520,295,0,0,0,253850798,154917,253731770,0.121644,48
6719534,385860,1308,951964,70,1085541,296,0,0,0,253853414,155524,253733078,0.121644,48
6719609,388476,1308,927099,71,1085541,298,0,0,0,253853414,155247,253735694,0.121644,48
6759627,389784,1308,942301,71,1072476,299,0,0,0,253858646,157192,253737002,0.122952,48
6759702,391092,1308,942376,71,1057340,300,0,0,0,253858646,157114,253738310,0.122952,48
6759787,392400,1308,918039,72,1057340,301,0,0,0,253861262,158716,253739618,0.12426,48
6799617,393708,1308,957869,71,1042140,302,0,0,0,253863878,159170,253740926,0.12426,48
6799696,396324,1308,934053,72,1042140,304,0,0,0,253863878,158724,253743542,0.12426,48
6799788,397632,1308,910269,73,1066035,305,0,0,0,253869110,160510,253744850,0.125568,48
6839304,398940,1308,949785,72,1050091,306,0,0,0,253869110,161121,253746158,0.125568,48
6839410,400248,1308,926255,73,1050091,307,0,0,0,253871726,162483,253747466,0.126876,48
6839645,401556,1308,926490,73,1033108,308,0,0,0,253874342,162717,253748774,0.126876,48
6879288,404172,1308,942917,74,1033108,310,0,0,0,253874342,162917,253751390,0.126876,48
6879404,405480,1308,919982,74,1015728,311,0,0,0,253879574,164412,253752698,0.128184,48
6919977,406788,1308,960555,73,1031359,312,0,0,0,253879574,164755,253754006,0.128184,48
6920084,408096,1308,938081,74,1031359,313,0,0,0,253882190,165839,253755314,0.129492,48
6920135,409404,1308,938132,74,1021807,314,0,0,0,253884806,165815,253756622,0.129492,48
6960138,412020,1308,955599,75,1021807,316,0,0,0,253884806,165792,253759238,0.129492,48
6960254,413328,1308,933457,75,1004918,317,0,0,0,253890038,167058,253760546,0.1308,48
6960294,414636,1308,933497,75,1012040,318,0,0,0,253890038,167194,253761854,0.1308,48
7000042,417252,1308,951325,76,1012040,320,0,0,0,253892654,168985,253764470,0.132108,48
7000465,419868,1308,930266,76,1003884,322,0,0,0,253895270,168688,253767086,0.132108,48
7040016,422484,1308,948329,77,1025366,324,0,0,0,253900502,170574,253769702,0.133416,48
7040116,425100,1308,926995,77,1012425,326,0,0,0,253903118,172023,253772318,0.134724,48
7040163,427716,1308,905963,78,993076,328,0,0,0,253905734,172317,253774934,0.134724,48
7080167,429024,1308,924957,78,998492,329,0,0,0,253910966,174740,253776242,0.136032,48
7080589,430332,1308,925379,78,1019502,330,0,0,0,253910966,174956,253777550,0.136032,48
7080678,432948,1308,904721,79,1019502,332,0,0,0,253913582,176819,253780166,0.13734,48
7120112,434256,1308,923448,79,1010176,333,0,0,0,253916198,177470,253781474,0.13734,48
7120209,435564,1308,923545,79,996881,334,0,0,0,253918814,179286,253782782,0.138648,48
7120253,436872,1308,903195,80,996881,335,0,0,0,253918814,179394,253784090,0.138648,48
7160311,438180,1308,943253,79,992299,336,0,0,0,253921430,179982,253785398,0.138648,48
7160525,440796,1308,921324,80,992299,338,0,0,0,253924046,181218,253788014,0.139956,48
7200088,442104,1308,942411,80,985513,339,0,0,0,253926662,181351,253789322,0.139956,48
7200192,443412,1308,942515,80,1003989,340,0,0,0,253929278,182644,253790630,0.141264,48
7200248,446028,1308,922375,81,1003989,342,0,0,0,253931894,182290,253793246,0.141264,48
7239609,447336,1308,941846,81,995420,343,0,0,0,253934510,184165,253794554,0.142572,48
7239715,448644,1308,941952,80,977787,344,0,0,0,253937126,183847,253795862,0.142572,48
7239756,449952,1308,922150,81,977787,345,0,0,0,253937126,183567,253797170,0.142572,48
7280128,451260,1308,962522,81,978393,346,0,0,0,253939742,185496,253798478,0.14388,48
7280236,452568,1308,943114,82,999815,347,0,0,0,253942358,184709,253799786,0.14388,48
7319715,453876,1308,982593,82,999879,348,0,0,0,253943666,184502,253801094,0.14388,48
7319822,455184,1308,963261,83,1039358,349,0,0,0,253946282,185023,253802402,0.145188,48
7319862,456492,1308,963301,82,1000585,350,0,0,0,253946282,184493,253803710,0.145188,48
7360023,457800,1308,984329,83,1000625,351,0,0,0,253948898,184031,253805018,0.145188,48
7360128,459108,1308,984434,83,1000836,352,0,0,0,253951514,184772,253806326,0.146496,48
7360171,460416,1308,965356,84,1000941,353,0,0,0,253951514,183974,253807634,0.146496,48
7400008,461724,1308,1005193,83,1000844,354,0,0,0,253954130,183738,253808942,0.146496,48
7400114,463032,1308,986252,84,1040681,355,0,0,0,253956746,184213,253810250,0.147804,48
7400155,464340,1308,986293,84,1000759,356,0,0,0,253956746,183654,253811558,0.147804,48
7439606,466956,1308,1006878,85,1000800,358,0,0,0,253959362,183167,253814174,0.147804,48
7439713,469572,1308,988368,85,1040151,360,0,0,0,253961978,183873,253816790,0.149112,48
7479607,470880,1308,1009744,86,1039985,361,0,0,0,253967210,185124,253818098,0.15042,48
7479707,472188,1308,1009844,85,1039566,362,0,0,0,253968518,184304,253819406,0.15042,48
7479750,473496,1308,991658,86,1039666,363,0,0,0,253968518,183590,253820714,0.15042,48
7479795,474804,1308,991703,86,1000010,364,0,0,0,253971134,184987,253822022,0.151728,48
7520213,476112,1308,1013875,87,1000055,365,0,0,0,253973750,184812,253823330,0.151728,48
7520301,477420,1308,1013963,86,1040332,366,0,0,0,253975058,184142,253824638,0.151728,48
7520347,480036,1308,996111,87,1040420,368,0,0,0,253977674,185139,253827254,0.153036,48
7560127,482652,1308,1017988,88,1000097,370,0,0,0,253980290,185042,253829870,0.153036,48
7560252,483960,1308,1000151,88,1039741,371,0,0,0,253982906,186025,253831178,0.154344,48
7560304,485268,1308,1000203,88,1000212,372,0,0,0,253985522,185919,253832486,0.154344,48
