now_us,each_delv_MB,ss_status,lost_pkt,cwnd_MB,ssthresh_pkt,rtt_us,total_delv_B,total_retrans_pkt,total_sent_B,cwnd_pkt
3279368,1308,1,0,0.206664,2147483647,1359837,194892,0,400248,158
3279488,1308,1,0,0.207972,2147483647,1359957,196200,0,402864,159
3320179,1308,1,0,0.20928,2147483647,1279826,197508,0,405480,160
3320287,1308,1,0,0.210588,2147483647,1279934,198816,0,408096,161
3360126,1308,1,0,0.211896,2147483647,1315402,200124,0,410712,162
3399768,1308,1,0,0.213204,2147483647,1355044,201432,0,413328,163
3399878,1308,1,0,0.214512,2147483647,1346562,202740,0,415944,164
3440329,1308,1,0,0.21582,2147483647,1387013,204048,0,418560,165
3440437,1308,1,0,0.217128,2147483647,1361095,205356,0,421176,166
3480338,1308,1,0,0.218436,2147483647,1400996,206664,0,423792,167
3480444,1308,2,0,0.219744,168,1396921,207972,0,426408,168
4519193,56244,2,0,0.22236,168,2158778,264216,0,485268,170
4559739,1308,2,0,0.22236,168,2195886,265524,0,486576,170
4599765,1308,2,0,0.22236,168,2235912,266832,0,487884,170
4640043,1308,2,0,0.22236,168,2240035,268140,0,489192,170
4680416,1308,2,0,0.22236,168,2280408,269448,0,490500,170
4680521,1308,2,0,0.22236,168,2277097,270756,0,491808,170
4760088,1308,2,0,0.22236,168,2356664,272064,0,491808,170
4760178,1308,2,0,0.22236,168,2349944,273372,0,494424,170
4799633,1308,2,0,0.22236,168,2389399,274680,0,494424,170
4839795,1308,2,0,0.22236,168,2399898,275988,0,497040,170
4839892,1308,2,0,0.22236,168,2399995,277296,0,498348,170
4839935,2616,2,0,0.22236,168,2396647,279912,0,498348,170
4879469,1308,2,0,0.22236,168,2429405,281220,0,500964,170
4879574,1308,2,0,0.22236,168,2429510,282528,0,503580,170
4889923,1308,2,0,0.22236,168,2433141,283836,0,503580,170
4919686,1308,2,0,0.22236,168,2462904,285144,0,506196,170
4920263,1308,2,0,0.223668,168,2456763,286452,0,508812,171
4999690,1308,2,0,0.223668,168,2536190,287760,0,508812,171
5000139,1308,2,0,0.223668,168,2519867,289068,0,511428,171
5000205,1308,2,0,0.223668,168,2519933,290376,0,511428,171
5010582,1308,2,0,0.223668,168,2526971,291684,0,514044,171
5039468,1308,2,0,0.223668,168,2555857,292992,0,514044,171
5039590,1308,2,0,0.223668,168,2549325,294300,0,516660,171
5039630,1308,2,0,0.223668,168,2549365,295608,0,516660,171
5080495,1308,2,0,0.223668,168,2583647,296916,0,519276,171
5120453,1308,2,0,0.223668,168,2623605,298224,0,519276,171
5130223,1308,2,0,0.223668,168,2610267,299532,0,521892,171
5159709,1308,2,0,0.223668,168,2639753,300840,0,521892,171
5200442,1308,2,0,0.223668,168,2677195,302148,0,524508,171
5240199,1308,2,0,0.223668,168,2716952,303456,0,525816,171
5240312,1308,2,0,0.223668,168,2680083,304764,0,527124,171
5290879,1308,2,0,0.223668,168,2730650,306072,0,527124,171
5319757,1308,2,0,0.223668,168,2756240,307380,0,529740,171
5319857,1308,2,0,0.223668,168,2756340,308688,0,531048,171
5329941,1308,2,0,0.223668,168,2759596,309996,0,531048,171
5359364,1308,2,0,0.223668,168,2789019,311304,0,533664,171
5369552,1308,2,0,0.224976,168,2769126,312612,0,536280,172
5400712,1308,2,0,0.224976,168,2800286,313920,0,536280,172
5439788,1308,2,0,0.224976,168,2836070,315228,0,538896,172
5439889,1308,2,0,0.224976,168,2836171,316536,0,540204,172
5480361,1308,2,0,0.224976,168,2870052,317844,0,540204,172
5520562,1308,2,0,0.224976,168,2910253,319152,0,542820,172
5520664,1308,2,0,0.224976,168,2881030,320460,0,544128,172
5559614,1308,2,0,0.224976,168,2919980,321768,0,544128,172
5600537,1308,2,0,0.224976,168,2952146,323076,0,546744,172
5640315,1308,2,0,0.224976,168,2991924,324384,0,548052,172
5679709,1308,2,0,0.224976,168,2999617,325692,0,549360,172
5679814,1308,2,0,0.224976,168,2999722,327000,0,550668,172
5719879,1308,2,0,0.224976,168,2999373,328308,0,550668,172
5719990,1308,2,0,0.224976,168,2999484,329616,0,553284,172
5759620,1308,2,0,0.224976,168,2999045,330924,0,553284,172
5799651,1308,2,0,0.224976,168,3039076,332232,0,555900,172
5799944,1308,2,0,0.224976,168,2998933,333540,0,557208,172
5839938,1308,2,0,0.224976,168,3038927,334848,0,557208,172
5880231,1308,2,0,0.224976,168,3039708,336156,0,559824,172
5880372,1308,2,0,0.224976,168,3039849,337464,0,561132,172
5920015,2616,2,0,0.226284,168,3076015,340080,0,563748,173
5920122,1308,2,0,0.226284,168,3040609,341388,0,566364,173
5959663,1308,2,0,0.226284,168,3080150,342696,0,566364,173
5959771,1308,2,0,0.226284,168,3076697,344004,0,568980,173
6000305,1308,2,0,0.226284,168,3117231,345312,0,568980,173
6000410,1308,2,0,0.226284,168,3080539,346620,0,571596,173
6039562,1308,2,0,0.226284,168,3119691,347928,0,571596,173
6039666,1308,2,0,0.226284,168,3111123,349236,0,574212,173
6080132,1308,2,0,0.226284,168,3151589,350544,0,574212,173
6080239,1308,2,0,0.226284,168,3120682,351852,0,576828,173
6120258,1308,2,0,0.226284,168,3160701,353160,0,576828,173
6120366,1308,2,0,0.226284,168,3157098,354468,0,579444,173
6159716,1308,2,0,0.226284,168,3196448,355776,0,579444,173
6160039,1308,2,0,0.226284,168,3159663,357084,0,582060,173
6200700,1308,2,0,0.226284,168,3200324,358392,0,582060,173
6200806,1308,2,0,0.226284,168,3196656,359700,0,584676,173
6200859,1308,2,0,0.227592,168,3196709,361008,0,587292,174
6240473,2616,2,0,0.227592,168,3228724,363624,0,587292,174
6240578,1308,2,0,0.227592,168,3200002,364932,0,589908,174
6280057,1308,2,0,0.227592,168,3239481,366240,0,592524,174
6280131,1308,2,0,0.227592,168,3235712,367548,0,592524,174
6280257,1308,2,0,0.227592,168,3235838,368856,0,595140,174
6319831,1308,2,0,0.227592,168,3267689,370164,0,596448,174
6319904,1308,2,0,0.227592,168,3267762,371472,0,596448,174
6360048,1308,2,0,0.227592,168,3300157,372780,0,599064,174
6360122,1308,2,0,0.227592,168,3300231,374088,0,599064,174
6360189,1308,2,0,0.227592,168,3292548,375396,0,601680,174
6400613,1308,2,0,0.227592,168,3332972,376704,0,601680,174
6440103,1308,2,0,0.227592,168,3360007,378012,0,604296,174
6480093,1308,2,0,0.2289,168,3399997,379320,0,606912,175
6480199,1308,2,0,0.2289,168,3359558,380628,0,608220,175
6519796,1308,2,0,0.2289,168,3399155,381936,0,608220,175
6519904,1308,2,0,0.2289,168,3389569,383244,0,610836,175
6560253,1308,2,0,0.2289,168,3429918,384552,0,610836,175
6560358,1308,2,0,0.2289,168,3399806,385860,0,613452,175
6560399,1308,2,0,0.2289,168,3399847,387168,0,613452,175
6601320,1308,2,0,0.2289,168,3436838,388476,0,616068,175
6601393,1308,2,0,0.2289,168,3436911,389784,0,616068,175
6639091,1308,2,0,0.2289,168,3437449,391092,0,618684,175
6639199,1308,2,0,0.230208,168,3437557,392400,0,621300,176
6679521,1308,2,0,0.230208,168,3439753,393708,0,621300,176
6679628,1308,2,0,0.230208,168,3439860,395016,0,623916,176
6719403,1308,2,0,0.230208,168,3475657,396324,0,623916,176
6719508,1308,2,0,0.230208,168,3475762,397632,0,626532,176
6759767,1308,2,0,0.230208,168,3508033,398940,0,626532,176
6759869,1308,2,0,0.230208,168,3508135,400248,0,629148,176
6800361,1308,2,0,0.230208,168,3520932,401556,0,629148,176
6800469,1308,2,0,0.230208,168,3521040,402864,0,631764,176
6839635,1308,2,0,0.230208,168,3556185,404172,0,631764,176
6839741,1308,2,0,0.231516,168,3556291,405480,0,634380,177
6879531,1308,2,0,0.231516,168,3559289,406788,0,636996,177
6879605,1308,2,0,0.231516,168,3559363,408096,0,636996,177
6919693,1308,2,0,0.231516,168,3595452,409404,0,639612,177
6919766,1308,2,0,0.231516,168,3595525,410712,0,639612,177
6959508,1308,2,0,0.231516,168,3599321,412020,0,642228,177
6959612,1308,2,0,0.231516,168,3599425,413328,0,643536,177
7000061,1308,2,0,0.231516,168,3600229,414636,0,643536,177
7000168,1308,2,0,0.232824,168,3600336,415944,0,646152,178
7040573,1308,2,0,0.232824,168,3636783,417252,0,648768,178
7080494,1308,2,0,0.232824,168,3676704,418560,0,648768,178
7080601,1308,2,0,0.232824,168,3640209,419868,0,651384,178
7120232,1308,2,0,0.232824,168,3679840,421176,0,651384,178
7120339,1308,2,0,0.232824,168,3675987,422484,0,654000,178
7160501,1308,2,0,0.232824,168,3716149,423792,0,654000,178
7160606,1308,2,0,0.234132,168,3680206,425100,0,656616,179
7199779,1308,2,0,0.234132,168,3719379,426408,0,659232,179
7199857,1308,2,0,0.234132,168,3679697,427716,0,659232,179
7240477,1308,2,0,0.234132,168,3720317,429024,0,661848,179
7279948,1308,2,0,0.234132,168,3753086,430332,0,661848,179
7280295,1308,2,0,0.234132,168,3753433,431640,0,664464,179
7320538,1308,2,0,0.234132,168,3780158,432948,0,664464,179
7320646,1308,2,0,0.23544,168,3761198,434256,0,667080,180
7359437,1308,2,0,0.23544,168,3789465,435564,0,669696,180
7400514,1308,2,0,0.23544,168,3830542,436872,0,669696,180
7440198,1308,2,0,0.23544,168,3839722,438180,0,672312,180
7480037,1308,2,0,0.23544,168,3876100,439488,0,673620,180
7480138,1308,2,0,0.23544,168,3876201,440796,0,674928,180
7520595,1308,2,0,0.236748,168,3880420,442104,0,677544,181
7520667,1308,2,0,0.236748,168,3880492,443412,0,677544,181
7559963,1308,2,0,0.236748,168,3910531,444720,0,680160,181
7560066,1308,2,0,0.236748,168,3910634,446028,0,681468,181
7599664,1308,2,0,0.236748,168,3920289,447336,0,681468,181
7599771,1308,2,0,0.238056,168,3879248,448644,0,684084,182
7639329,1308,2,0,0.238056,168,3918806,449952,0,686700,182
7639403,1308,2,0,0.238056,168,3878997,451260,0,686700,182
7679699,1308,2,0,0.238056,168,3919293,452568,0,689316,182
7679773,2616,2,0,0.238056,168,3879969,455184,0,689316,182
7719966,1308,2,0,0.239364,168,3910212,456492,0,694548,183
7720039,1308,2,0,0.239364,168,3879538,457800,0,694548,183
7760054,1308,2,0,0.239364,168,3880005,459108,0,697164,183
7760133,1308,2,0,0.239364,168,3840383,460416,0,697164,183
7800000,1308,2,0,0.240672,168,3839864,461724,0,699780,184
7800101,1308,2,0,0.240672,168,3799381,463032,0,702396,184
7800139,1308,2,0,0.240672,168,3760448,464340,0,702396,184
7840056,1308,2,0,0.240672,168,3796429,465648,0,705012,184
7840132,1308,2,0,0.240672,168,3759650,466956,0,705012,184
7879840,1308,2,0,0.24198,168,3799358,468264,0,707628,185
7879938,1308,2,0,0.24198,168,3759879,469572,0,710244,185
7920093,1308,2,0,0.24198,168,3760096,470880,0,710244,185
7920190,1308,2,0,0.24198,168,3749843,472188,0,712860,185
7959695,1308,2,0,0.24198,168,3720288,473496,0,712860,185
7959795,1308,2,0,0.243288,168,3679987,474804,0,715476,186
8000574,1308,2,0,0.243288,168,3720766,476112,0,718092,186
8001010,1308,2,0,0.243288,168,3680425,477420,0,718092,186
8040347,1308,2,0,0.243288,168,3711369,478728,0,720708,186
8040443,1308,2,0,0.244596,168,3680542,480036,0,723324,187
8079669,1308,2,0,0.244596,168,3719768,481344,0,723324,187
8079767,1308,2,0,0.244596,168,3679179,482652,0,725940,187
8119527,1308,2,0,0.244596,168,3709388,483960,0,727248,187
8119625,1308,2,0,0.245904,168,3639408,485268,0,729864,188
8119665,1308,2,0,0.245904,168,3600408,486576,0,729864,188
8159816,1308,2,0,0.245904,168,3600017,487884,0,732480,188
8159892,1308,2,0,0.245904,168,3560065,489192,0,732480,188
8200236,1308,2,0,0.247212,168,3560133,490500,0,735096,189
8200315,1308,2,0,0.247212,168,3519836,491808,0,735096,189
8240072,1308,2,0,0.247212,168,3479937,493116,0,737712,189
8240147,1308,2,0,0.247212,168,3480012,494424,0,737712,189
8280256,1308,2,0,0.24852,168,3480563,495732,0,740328,190
8280330,1308,2,0,0.24852,168,3480637,497040,0,740328,190
8319380,1308,2,0,0.24852,168,3479526,498348,0,745560,190
8319453,1308,2,0,0.24852,168,3474169,499656,0,745560,190
8360443,1308,2,0,0.249828,168,3515159,500964,0,748176,191
8360520,1308,2,0,0.249828,168,3480991,502272,0,748176,191
8400243,1308,2,0,0.249828,168,3520714,503580,0,750792,191
8400318,1308,2,0,0.249828,168,3509614,504888,0,750792,191
8439804,1308,2,0,0.251136,168,3549100,506196,0,753408,192
8439879,1308,2,0,0.251136,168,3520129,507504,0,753408,192
8479552,1308,2,0,0.251136,168,3559802,508812,0,758640,192
8479628,1308,2,0,0.252444,168,3479875,510120,0,758640,193
8520277,1308,2,0,0.252444,168,3520524,511428,0,761256,193
8520354,1308,2,0,0.252444,168,3509039,512736,0,761256,193
8559974,1308,2,0,0.253752,168,3548659,514044,0,763872,194
8560325,1308,2,0,0.253752,168,3520794,515352,0,763872,194
8599624,1308,2,0,0.253752,168,3560093,516660,0,769104,194
8599703,2616,2,0,0.25506,168,3541158,519276,0,769104,195
8639825,1308,2,0,0.25506,168,3519310,520584,0,771720,195
8639899,1308,2,0,0.256368,168,3519384,521892,0,771720,196
8679935,1308,2,0,0.256368,168,3520165,523200,0,774336,196
8680010,1308,2,0,0.256368,168,3520240,524508,0,774336,196
8719460,1308,2,0,0.257676,168,3518957,525816,0,779568,197
8719535,1308,2,0,0.257676,168,3479268,527124,0,779568,197
8759817,1308,2,0,0.257676,168,3468875,528432,0,782184,197
8759891,1308,2,0,0.258984,168,3468949,529740,0,782184,198
8799433,1308,2,0,0.258984,168,3479616,531048,0,784800,198
8799516,1308,2,0,0.258984,168,3469514,532356,0,784800,198
8840528,1308,2,0,0.260292,168,3510526,533664,0,790032,199
8840604,1308,2,0,0.260292,168,3481176,534972,0,790032,199
8879794,1308,2,0,0.260292,168,3520366,536280,0,792648,199
8880273,1308,2,0,0.2616,168,3479500,537588,0,792648,200
8919050,1308,2,0,0.2616,168,3518277,538896,0,795264,200
8919123,1308,2,0,0.2616,168,3479275,540204,0,795264,200
8919444,1308,2,0,0.262908,168,3439022,541512,0,795264,201
8960142,1308,2,0,0.262908,168,3479720,542820,0,800496,201
8960219,1308,2,0,0.262908,168,3439596,544128,0,800496,201
9001342,1308,2,0,0.264216,168,3441665,545436,0,803112,202
9001416,1308,2,0,0.264216,168,3441739,546744,0,803112,202
9039973,1308,2,0,0.264216,168,3439376,548052,0,805728,202
9040048,1308,2,0,0.265524,168,3399670,549360,0,805728,203
9079715,1308,2,0,0.265524,168,3399945,550668,0,810960,203
9079788,1308,2,0,0.265524,168,3359845,551976,0,810960,203
9119522,1308,2,0,0.266832,168,3399579,553284,0,813576,204
9119598,1308,2,0,0.266832,168,3359918,554592,0,813576,204
9159881,1308,2,0,0.266832,168,3400201,555900,0,818808,204
9159955,1308,2,0,0.26814,168,3360254,557208,0,818808,205
9200292,1308,2,0,0.26814,168,3360292,558516,0,821424,205
9200363,1308,2,0,0.26814,168,3360363,559824,0,821424,205
9240239,1308,2,0,0.269448,168,3359948,561132,0,826656,206
9240869,1308,2,0,0.269448,168,3353397,562440,0,826656,206
9240940,1308,2,0,0.269448,168,3353468,563748,0,826656,206
9279699,1308,2,0,0.270756,168,3359621,565056,0,829272,207
9279770,1308,2,0,0.270756,168,3359692,566364,0,829272,207
9320039,1308,2,0,0.270756,168,3360313,567672,0,831888,207
9320111,1308,2,0,0.272064,168,3360385,568980,0,831888,208
9360303,1308,2,0,0.273372,168,3359937,570288,0,837120,209
9360375,1308,2,0,0.273372,168,3360009,571596,0,837120,209
9400067,1308,2,0,0.27468,168,3360444,572904,0,839736,210
9400138,1308,2,0,0.27468,168,3360515,574212,0,839736,210
9439489,1308,2,0,0.275988,168,3359294,575520,0,844968,211
9439561,1308,2,0,0.275988,168,3359366,576828,0,844968,211
9480284,1308,2,0,0.277296,168,3359962,578136,0,847584,212
9480357,1308,2,0,0.277296,168,3360035,579444,0,847584,212
9520516,1308,2,0,0.278604,168,3360740,580752,0,852816,213
9520588,1308,2,0,0.278604,168,3360812,582060,0,852816,213
9559491,1308,2,0,0.279912,168,3358729,583368,0,855432,214
9559563,1308,2,0,0.279912,168,3358801,584676,0,855432,214
9559603,1308,2,0,0.28122,168,3343798,585984,0,855432,215
9599790,1308,2,0,0.28122,168,3383985,587292,0,860664,215
9599863,1308,2,0,0.282528,168,3354056,588600,0,860664,216
9640098,1308,2,0,0.282528,168,3394291,589908,0,863280,216
9640188,1308,2,0,0.283836,168,3364196,591216,0,863280,217
9679880,1308,2,0,0.283836,168,3403888,592524,0,868512,217
9680012,1308,2,0,0.285144,168,3373776,593832,0,868512,218
9719543,1308,2,0,0.285144,168,3413307,595140,0,871128,218
9719626,1308,2,0,0.286452,168,3382967,596448,0,871128,219
9759362,1308,2,0,0.286452,168,3407456,597756,0,876360,219
9759435,1308,2,0,0.28776,168,3407529,599064,0,876360,220
9799729,1308,2,0,0.28776,168,3417140,600372,0,881592,220
9799803,1308,2,0,0.289068,168,3417214,601680,0,881592,221
9840462,1308,2,0,0.289068,168,3426972,602988,0,884208,221
9840536,1308,2,0,0.290376,168,3427046,604296,0,884208,222
9840576,1308,2,0,0.290376,168,3395987,605604,0,884208,222
9880469,1308,2,0,0.291684,168,3435880,606912,0,889440,223
9880544,1308,2,0,0.291684,168,3400387,608220,0,889440,223
9919977,1308,2,0,0.292992,168,3400118,609528,0,892056,224
9920232,1308,2,0,0.292992,168,3400373,610836,0,892056,224
9960079,1308,2,0,0.2943,168,3399764,612144,0,897288,225
9960160,1308,2,0,0.2943,168,3399845,613452,0,897288,225
9999869,1308,2,0,0.295608,168,3423708,614760,0,899904,226
9999944,1308,2,0,0.295608,168,3423783,616068,0,899904,226
