now_us,each_delv_MB,ss_status,lost_pkt,cwnd_MB,ssthresh_pkt,rtt_us,total_delv_B,total_retrans_pkt,total_sent_B
123239591,1308,1,0,11.552256,2147483647,57559842,11540484,0,23091432
123239699,1308,1,0,11.553564,2147483647,57559950,11541792,0,23094048
123280038,1308,1,0,11.554872,2147483647,57596777,11543100,0,23096664
123280148,1308,1,0,11.55618,2147483647,57596887,11544408,0,23099280
123321927,1308,1,0,11.557488,2147483647,57631643,11545716,0,23101896
123322037,1308,1,0,11.558796,2147483647,57631753,11547024,0,23104512
123322092,1308,1,0,11.560103999999999,2147483647,57624789,11548332,0,23107128
123361967,1308,1,0,11.561411999999999,2147483647,57664664,11549640,0,23109744
123362079,1308,1,0,11.562719999999999,2147483647,57657757,11550948,0,23112360
123397760,1308,1,0,11.564027999999999,2147483647,57693438,11552256,0,23114976
123397869,1308,1,0,11.565336,2147483647,57686529,11553564,0,23117592
123398585,1308,1,0,11.566644,2147483647,57687245,11554872,0,23120208
123437662,1308,1,0,11.567952,2147483647,57715632,11556180,0,23122824
123437771,1308,1,0,11.56926,2147483647,57715741,11557488,0,23125440
123476899,1308,1,0,11.570568,2147483647,57751360,11558796,0,23128056
123477024,1308,1,0,11.571876,2147483647,57751485,11560104,0,23130672
123522187,1308,1,0,11.573184,2147483647,57789630,11561412,0,23133288
123522297,1308,1,0,11.574492,2147483647,57789740,11562720,0,23135904
123522349,1308,1,0,11.5758,2147483647,57782780,11564028,0,23138520
123561280,1308,1,0,11.577107999999999,2147483647,57821711,11565336,0,23141136
123561391,1308,1,0,11.578415999999999,2147483647,57814810,11566644,0,23143752
123561442,1308,1,0,11.579723999999999,2147483647,57814861,11567952,0,23146368
123602290,1308,1,0,11.581031999999999,2147483647,57848696,11569260,0,23148984
123602402,1308,1,0,11.58234,2147483647,57848808,11570568,0,23151600
123637249,1308,1,0,11.583648,2147483647,57876643,11571876,0,23154216
123637360,1308,1,0,11.584956,2147483647,57876754,11573184,0,23156832
123637410,1308,1,0,11.586264,2147483647,57869792,11574492,0,23159448
123677042,1308,1,0,11.587572,2147483647,57909424,11575800,0,23162064
123677153,1308,1,0,11.58888,2147483647,57902525,11577108,0,23164680
123717414,1308,1,0,11.590188,2147483647,57942786,11578416,0,23167296
123756783,1308,1,0,11.591496,2147483647,57975151,11579724,0,23169912
123756891,1308,1,0,11.592804,2147483647,57975259,11581032,0,23172528
123801287,1308,1,0,11.594111999999999,2147483647,58012651,11582340,0,23175144
123801396,1308,1,0,11.595419999999999,2147483647,58012760,11583648,0,23177760
123801449,1308,1,0,11.596727999999999,2147483647,58005809,11584956,0,23180376
123841269,1308,1,0,11.598035999999999,2147483647,58045629,11586264,0,23182992
123841380,1308,1,0,11.599344,2147483647,58038736,11587572,0,23185608
123876864,1308,1,0,11.600652,2147483647,58074220,11588880,0,23188224
