now_us,bytes_acked,mss,rtt_us,tp_deliver_rate,tp_interval,tp_delivered,lost_pkt,total_retrans_pkt,app_limited,snd_nxt,sk_pacing_rate
0,2616,1308,668334,0,0,3,0,0,0,1421685812,40916
39922,3924,1308,708251,2,668334,4,0,0,1,1421691044,48823
80133,5232,1308,748462,3,708256,5,0,0,1,1421693660,52229
119896,6540,1308,788187,4,748467,6,0,0,1,1421696276,55215
159324,7848,1308,827615,5,788230,7,0,0,1,1421698892,57798
199543,9156,1308,867755,6,827658,8,0,0,1,1421701508,60008
240156,10464,1308,908368,7,867877,9,0,0,1,1421704124,61871
278571,11772,1308,946783,8,908490,10,0,0,1,1421706740,63420
320147,13080,1308,988359,9,946905,11,0,0,1,1421709356,64717
598301,14388,1308,598258,10,988481,12,0,0,1,1421711972,65765
639371,15696,1308,639328,9,668377,13,0,0,0,1421713280,71262
678394,17004,1308,651560,10,668377,14,0,0,0,1421715896,76283
719549,18312,1308,692715,11,695168,15,0,0,0,1421718512,81133
758036,19620,1308,677621,12,719549,16,0,0,0,1421721128,85364
800178,20928,1308,719763,12,748744,17,0,0,0,1421723744,89804
840019,22236,1308,709517,13,760256,18,0,0,0,1421726360,93533
880110,23544,1308,749608,13,798831,19,0,0,0,1421728976,97426
919716,24852,1308,741835,14,799977,20,0,0,0,1421731592,100607
958513,26160,1308,780632,14,846172,21,0,0,0,1421734208,103954
1959165,61476,1308,1039397,27,998813,48,0,0,0,1421772140,52355
1999090,64092,1308,1040509,28,1039449,50,0,0,0,1421773448,51356
2039103,65400,1308,1039363,29,1040577,51,0,0,0,1421776064,50505
2079337,66708,1308,1041170,29,1039402,52,0,0,0,1421777372,49790
2118279,68016,1308,1040089,29,1041213,53,0,0,0,1421778680,49170
2159295,69324,1308,1041075,29,1040128,54,0,0,0,1421779988,48646
2159385,71940,1308,999494,29,1041118,56,0,0,0,1421781296,48191
2198560,73248,1308,998749,29,999539,57,0,0,0,1421783912,48054
2238277,75864,1308,998972,28,998792,59,0,0,0,1421783912,47938
2238371,77172,1308,958193,29,999013,60,0,0,0,1421786528,47837
2278390,78480,1308,958184,29,958236,61,0,0,0,1421789144,49596
2318711,79788,1308,958168,29,958226,62,0,0,0,1421791760,49741
2319105,81096,1308,919862,29,958205,63,0,0,0,1421791760,49869
2359190,82404,1308,918654,29,919904,64,0,0,0,1421794376,50228
2397837,83712,1308,917190,29,918693,65,0,0,0,1421794376,50555
2398289,85020,1308,878901,29,917231,66,0,0,0,1421796992,50854
2438088,86328,1308,878269,29,878941,67,0,0,0,1421796992,51377
2478523,87636,1308,879483,29,878311,68,0,0,0,1421799608,51847
2478588,88944,1308,839071,29,879523,69,0,0,0,1421799608,52258
2519137,90252,1308,879620,29,881428,70,0,0,0,1421802224,52912
2519202,91560,1308,840281,30,881428,71,0,0,0,1421802224,53201
2558459,92868,1308,839857,30,878688,72,0,0,0,1421804840,53747
2598154,94176,1308,838768,30,918369,73,0,0,0,1421804840,54237
2598238,95484,1308,798375,30,919313,74,0,0,0,1421807456,54681
2639607,96792,1308,800789,30,959790,75,0,0,0,1421807456,55393
2677570,98100,1308,798986,30,958652,76,0,0,0,1421810072,57818
2677640,99408,1308,759071,30,998418,77,0,0,0,1421811380,58404
2720082,100716,1308,760861,30,998801,78,0,0,0,1421813996,59274
2759015,102024,1308,759872,30,1039453,79,0,0,0,1421813996,60040
2759097,103332,1308,759954,29,1040562,80,0,0,0,1421816612,60736
2810221,104640,1308,771062,30,1040562,81,0,0,0,1421816612,61357
2846177,105948,1308,766781,30,1039419,82,0,0,0,1421819228,61806
2846243,107256,1308,727926,30,1041229,83,0,0,0,1421819228,62245
2882588,108564,1308,723238,30,1040127,84,0,0,0,1421821844,63016
2918076,109872,1308,745155,30,1041130,85,0,0,0,1421821844,63754
2918158,111180,1308,745237,29,1013030,86,0,0,0,1421824460,64189
2959357,112488,1308,721025,30,1013030,87,0,0,0,1421827076,66591
2959419,113796,1308,721087,28,999027,88,0,0,0,1421827076,67204
2998376,115104,1308,716330,29,999027,89,0,0,0,1421829692,67750
3040004,116412,1308,757958,29,1001868,90,0,0,0,1421829692,68288
3040090,119028,1308,705298,30,1001868,92,0,0,0,1421832308,68294
3079229,120336,1308,691845,31,1014586,93,0,0,0,1421834924,68897
3120163,121644,1308,732779,30,988141,94,0,0,0,1421834924,69591
3120258,122952,1308,680791,31,988141,95,0,0,0,1421837540,71839
3160159,124260,1308,720692,30,958820,96,0,0,0,1421840156,72597
3199352,126876,1308,708444,31,958820,98,0,0,0,1421840156,72775
3199831,128184,1308,658467,31,931089,99,0,0,0,1421844080,73085
3239735,129492,1308,698371,30,901847,100,0,0,0,1421844080,73993
