now_us,bbr_full_bw,bbr_full_bw_cnt,bbr_max_bw,round_start,app_limited,bbr_min_rtt,bbr_state
16237507,30766,1,34602,0,0,586634,0
16237528,30766,1,34602,0,0,586634,0
16237549,30766,1,34602,0,0,586634,0
16242673,30766,1,34602,0,0,586634,0
16242767,30766,1,34602,0,0,586634,0
16242805,30766,1,34602,0,0,586634,0
16242849,30766,1,34602,0,0,586634,0
16242873,30766,1,34602,0,0,586634,0
16242895,30766,1,34602,0,0,586634,0
16242916,30766,1,34602,0,0,586634,0
16242937,30766,1,34602,0,0,586634,0
16242973,30766,1,34602,0,0,586634,0
16242995,30766,1,34602,0,0,586634,0
16243018,30766,1,34602,0,0,586634,0
16243040,30766,1,34602,0,0,586634,0
16243061,30766,1,34602,0,0,586634,0
16243085,30766,1,34602,0,0,586634,0
16243105,30766,1,34602,0,0,586634,0
16243126,30766,1,34602,0,0,586634,0
16243157,30766,1,34602,0,0,586634,0
16251641,30766,1,34602,0,0,586634,0
16251742,30766,1,34602,0,0,586634,0
16251776,30766,1,34602,0,0,586634,0
16251806,30766,1,34602,0,0,586634,0
16251827,30766,1,34602,0,0,586634,0
16251850,30766,1,34602,0,0,586634,0
16251870,30766,1,34602,0,0,586634,0
16251891,30766,1,34602,0,0,586634,0
16251928,30766,1,34602,0,0,586634,0
16251949,30766,1,34602,0,0,586634,0
16251975,30766,1,34602,0,0,586634,0
16252015,30766,1,34602,0,0,586634,0
16252038,30766,1,34602,0,0,586634,0
16252059,30766,1,34602,0,0,586634,0
16252079,30766,1,34602,0,0,586634,0
16252100,30766,1,34602,0,0,586634,0
16252136,30766,1,34602,0,0,586634,0
16252162,30766,1,34602,0,0,586634,0
16252183,30766,1,34602,0,0,586634,0
16252203,30766,1,34602,0,0,586634,0
16252224,30766,1,34602,0,0,586634,0
16252245,30766,1,34602,0,0,586634,0
16252266,30766,1,34602,0,0,586634,0
16252289,30766,1,34602,0,0,586634,0
16252318,30766,1,34602,0,0,586634,0
16252784,30766,1,34602,0,0,586634,0
16252833,30766,1,34602,0,0,586634,0
16252858,30766,1,34602,0,0,586634,0
16252881,30766,1,34602,0,0,586634,0
16252903,30766,1,34602,0,0,586634,0
16252924,30766,1,34602,0,0,586634,0
16252946,30766,1,34602,0,0,586634,0
16252967,30766,1,34602,0,0,586634,0
16256383,30766,1,34602,0,0,586634,0
16256430,30766,1,34602,0,0,586634,0
16256454,30766,1,34602,0,0,586634,0
16256501,30766,1,34602,0,0,586634,0
16256527,30766,1,34602,0,0,586634,0
16256554,30766,1,34602,0,0,586634,0
16256575,30766,1,34602,0,0,586634,0
16256596,30766,1,34602,0,0,586634,0
16256617,30766,1,34602,0,0,586634,0
16256637,30766,1,34602,0,0,586634,0
16256658,30766,1,34602,0,0,586634,0
16256691,30766,1,34602,0,0,586634,0
16256712,30766,1,34602,0,0,586634,0
16256733,30766,1,34602,0,0,586634,0
16256753,30766,1,34602,0,0,586634,0
16256776,30766,1,34602,0,0,586634,0
16256802,30766,1,34602,0,0,586634,0
16276451,30766,1,34602,0,0,586634,0
16276523,30766,1,34602,0,0,586634,0
16276557,30766,1,34602,0,0,586634,0
16276595,30766,1,34602,0,0,586634,0
16276640,30766,1,34602,0,0,586634,0
16276669,30766,1,34602,0,0,586634,0
16283121,30766,1,34602,0,0,586634,0
16283217,30766,1,34602,0,0,586634,0
16283253,30766,1,34602,0,0,586634,0
16283295,30766,1,34602,0,0,586634,0
16291184,30766,1,34602,0,0,586634,0
16291283,30766,1,34602,0,0,586634,0
16291318,30766,1,34602,0,0,586634,0
16291380,30766,1,34602,0,0,586634,0
16291402,30766,1,34602,0,0,586634,0
16291423,30766,1,34602,0,0,586634,0
16291445,30766,1,34602,0,0,586634,0
16291511,30766,1,34602,0,0,586634,0
16291552,30766,1,34602,0,0,586634,0
16291572,30766,1,34602,0,0,586634,0
16291589,30766,1,34602,0,0,586634,0
16291608,30766,1,34602,0,0,586634,0
16291632,30766,1,34602,0,0,586634,0
16291650,30766,1,34602,0,0,586634,0
16291668,30766,1,34602,0,0,586634,0
16291708,30766,1,34602,0,0,586634,0
16291727,30766,1,34602,0,0,586634,0
16291746,30766,1,34602,0,0,586634,0
16291763,30766,1,34602,0,0,586634,0
16291781,30766,1,34602,0,0,586634,0
16291799,30766,1,34602,0,0,586634,0
16291817,30766,1,34602,0,0,586634,0
16291835,30766,1,34602,0,0,586634,0
16291896,30766,1,34602,0,0,586634,0
16291914,30766,1,34602,0,0,586634,0
16291932,30766,1,34602,0,0,586634,0
16291949,30766,1,34602,0,0,586634,0
16291966,30766,1,34602,0,0,586634,0
16291983,30766,1,34602,0,0,586634,0
16292000,30766,1,34602,0,0,586634,0
16292018,30766,1,34602,0,0,586634,0
16292044,30766,1,34602,0,0,586634,0
16292061,30766,1,34602,0,0,586634,0
16297233,30766,1,34602,0,0,586634,0
16297274,30766,1,34602,0,0,586634,0
16297283,30766,1,34602,0,0,586634,0
16297289,30766,1,34602,0,0,586634,0
16297295,30766,1,34602,0,0,586634,0
16297300,30766,1,34602,0,0,586634,0
16297304,30766,1,34602,0,0,586634,0
16297310,30766,1,34602,0,0,586634,0
16297322,30766,1,34602,0,0,586634,0
16297326,30766,1,34602,0,0,586634,0
16297331,30766,1,34602,0,0,586634,0
16297337,30766,1,34602,0,0,586634,0
16297343,30766,1,34602,0,0,586634,0
16297349,30766,1,34602,0,0,586634,0
16297354,30766,1,34602,0,0,586634,0
16297360,30766,1,34602,0,0,586634,0
16297372,30766,1,34602,0,0,586634,0
16297378,30766,1,34602,0,0,586634,0
16297383,30766,1,34602,0,0,586634,0
16297388,30766,1,34602,0,0,586634,0
16297393,30766,1,34602,0,0,586634,0
16297399,30766,1,34602,0,0,586634,0
16297404,30766,1,34602,0,0,586634,0
16297409,30766,1,34602,0,0,586634,0
16297419,30766,1,34602,0,0,586634,0
16297424,30766,1,34602,0,0,586634,0
16297431,30766,1,34602,0,0,586634,0
16297436,30766,1,34602,0,0,586634,0
16297441,30766,1,34602,0,0,586634,0
16297446,30766,1,34602,0,0,586634,0
16297451,30766,1,34602,0,0,586634,0
16298418,30766,1,34602,0,0,586634,0
16298441,30766,1,34602,0,0,586634,0
16316911,30766,1,34602,0,0,586634,0
16316949,30766,1,34602,0,0,586634,0
16316962,30766,1,34602,0,0,586634,0
16316970,30766,1,34602,0,0,586634,0
16316977,30766,1,34602,0,0,586634,0
16316985,30766,1,34602,0,0,586634,0
16316994,30766,1,34602,0,0,586634,0
16317000,30766,1,34602,0,0,586634,0
16317013,30766,1,34602,0,0,586634,0
16317019,30766,1,34602,0,0,586634,0
16317027,30766,1,34602,0,0,586634,0
16317035,30766,1,34602,0,0,586634,0
16317042,30766,1,34602,0,0,586634,0
16319060,30766,1,34602,0,0,586634,0
16319098,30766,1,34602,0,0,586634,0
16319108,30766,1,34602,0,0,586634,0
16319117,30766,1,34602,0,0,586634,0
16319125,30766,1,34602,0,0,586634,0
16319132,30766,1,34602,0,0,586634,0
16319141,30766,1,34602,0,0,586634,0
16319148,30766,1,34602,0,0,586634,0
16319161,30766,1,34602,0,0,586634,0
16319168,30766,1,34602,0,0,586634,0
16319175,30766,1,34602,0,0,586634,0
16319182,30766,1,34602,0,0,586634,0
16319189,30766,1,34602,0,0,586634,0
16319196,30766,1,34602,0,0,586634,0
16319204,30766,1,34602,0,0,586634,0
16319211,30766,1,34602,0,0,586634,0
16319245,30766,1,34602,0,0,586634,0
16319252,30766,1,34602,0,0,586634,0
16319258,30766,1,34602,0,0,586634,0
16319266,30766,1,34602,0,0,586634,0
16319273,30766,1,34602,0,0,586634,0
16319279,30766,1,34602,0,0,586634,0
16319286,30766,1,34602,0,0,586634,0
16319292,30766,1,34602,0,0,586634,0
16319303,30766,1,34602,0,0,586634,0
16319311,30766,1,34602,0,0,586634,0
16319318,30766,1,34602,0,0,586634,0
16319496,30766,1,34602,0,0,586634,0
16319503,30766,1,34602,0,0,586634,0
16322237,30766,1,34602,0,0,586634,0
16322308,30766,1,34602,0,0,586634,0
16322317,30766,1,34602,0,0,586634,0
16322324,30766,1,34602,0,0,586634,0
16322330,30766,1,34602,0,0,586634,0
16322338,30766,1,34602,0,0,586634,0
16322344,30766,1,34602,0,0,586634,0
16322350,30766,1,34602,0,0,586634,0
16322356,30766,1,34602,0,0,586634,0
16322372,30766,1,34602,0,0,586634,0
16322434,30766,1,34602,0,0,586634,0
16322446,30766,1,34602,0,0,586634,0
16322708,30766,1,34602,0,0,586634,0
16336928,30766,1,34602,0,0,586634,0
16337022,30766,1,34602,0,0,586634,0
16337936,30766,1,34602,0,0,586634,0
16338012,30766,1,34602,0,0,586634,0
16338043,30766,1,34602,0,0,586634,0
16338065,30766,1,34602,0,0,586634,0
16338094,30766,1,34602,0,0,586634,0
16338112,30766,1,34602,0,0,586634,0
16338130,30766,1,34602,0,0,586634,0
16338175,30766,1,34602,0,0,586634,0
16338208,30766,1,34602,0,0,586634,0
16338225,30766,1,34602,0,0,586634,0
16338242,30766,1,34602,0,0,586634,0
16338260,30766,1,34602,0,0,586634,0
16338277,30766,1,34602,0,0,586634,0
16338294,30766,1,34602,0,0,586634,0
16338312,30766,1,34602,0,0,586634,0
16338329,30766,1,34602,0,0,586634,0
16338369,30766,1,34602,0,0,586634,0
16338386,30766,1,34602,0,0,586634,0
16338403,30766,1,34602,0,0,586634,0
16338419,30766,1,34602,0,0,586634,0
16356735,30766,1,34602,0,0,586634,0
16356829,30766,1,34602,0,0,586634,0
16356928,30766,1,34602,0,0,586634,0
16356955,30766,1,34602,0,0,586634,0
16356975,30766,1,34602,0,0,586634,0
16356993,30766,1,34602,0,0,586634,0
16357012,30766,1,34602,0,0,586634,0
16357029,30766,1,34602,0,0,586634,0
16357045,30766,1,34602,0,0,586634,0
16362254,30766,1,34602,0,0,586634,0
16362326,30766,1,34602,0,0,586634,0
16362357,30766,1,34602,0,0,586634,0
16362380,30766,1,34602,0,0,586634,0
16362402,30766,1,34602,0,0,586634,0
16362419,30766,1,34602,0,0,586634,0
16362437,30766,1,34602,0,0,586634,0
16362454,30766,1,34602,0,0,586634,0
16362485,30766,1,34602,0,0,586634,0
16362503,30766,1,34602,0,0,586634,0
16362520,30766,1,34602,0,0,586634,0
16362537,30766,1,34602,0,0,586634,0
16362553,30766,1,34602,0,0,586634,0
16362569,30766,1,34602,0,0,586634,0
16362587,30766,1,34602,0,0,586634,0
16362603,30766,1,34602,0,0,586634,0
16362705,30766,1,34602,0,0,586634,0
16371216,30766,1,34602,0,0,586634,0
16371291,30766,1,34602,0,0,586634,0
16371331,30766,1,34602,0,0,586634,0
16371374,30766,1,34602,0,0,586634,0
16371404,30766,1,34602,0,0,586634,0
16371422,30766,1,34602,0,0,586634,0
16371439,30766,1,34602,0,0,586634,0
16371457,30766,1,34602,0,0,586634,0
16371474,30766,1,34602,0,0,586634,0
16371490,30766,1,34602,0,0,586634,0
16371507,30766,1,34602,0,0,586634,0
16371527,30766,1,34602,0,0,586634,0
16371560,30766,1,34602,0,0,586634,0
16371578,30766,1,34602,0,0,586634,0
16371594,30766,1,34602,0,0,586634,0
16371611,30766,1,34602,0,0,586634,0
16371628,30766,1,34602,0,0,586634,0
16371646,30766,1,34602,0,0,586634,0
16371663,30766,1,34602,0,0,586634,0
16371680,30766,1,34602,0,0,586634,0
16371709,30766,1,34602,0,0,586634,0
16371726,30766,1,34602,0,0,586634,0
16371744,30766,1,34602,0,0,586634,0
16371761,30766,1,34602,0,0,586634,0
16371779,30766,1,34602,0,0,586634,0
16371797,30766,1,34602,0,0,586634,0
16371814,30766,1,34602,0,0,586634,0
16371833,30766,1,34602,0,0,586634,0
16371863,30766,1,34602,0,0,586634,0
16371881,30766,1,34602,0,0,586634,0
16371899,30766,1,34602,0,0,586634,0
16371917,30766,1,34602,0,0,586634,0
16372298,30766,1,34602,0,0,586634,0
16372328,30766,1,34602,0,0,586634,0
16372354,30766,1,34602,0,0,586634,0
16376683,30766,1,34602,0,0,586634,0
16376719,30766,1,34602,0,0,586634,0
16376739,30766,1,34602,0,0,586634,0
16376756,30766,1,34602,0,0,586634,0
16376775,30766,1,34602,0,0,586634,0
16376793,30766,1,34602,0,0,586634,0
16376811,30766,1,34602,0,0,586634,0
16376828,30766,1,34602,0,0,586634,0
16376859,30766,1,34602,0,0,586634,0
16376876,30766,1,34602,0,0,586634,0
16376893,30766,1,34602,0,0,586634,0
16376911,30766,1,34602,0,0,586634,0
16376928,30766,1,34602,0,0,586634,0
16376944,30766,1,34602,0,0,586634,0
16376961,30766,1,34602,0,0,586634,0
16392490,30766,1,34602,0,0,586634,0
16392583,30766,1,34602,0,0,586634,0
16392626,30766,1,34602,0,0,586634,0
16392664,30766,1,34602,0,0,586634,0
16392686,30766,1,34602,0,0,586634,0
16392754,30766,1,34602,0,0,586634,0
16402779,30766,1,34602,0,0,1540928,3
16402843,30766,1,34602,0,0,1540928,3
16402867,30766,1,34602,0,0,1540928,3
16402888,30766,1,34602,0,0,1540928,3
16411579,30766,1,34602,0,0,1540928,3
16411632,30766,1,34602,0,0,1540928,3
16411654,30766,1,34602,0,0,1540928,3
16411671,30766,1,34602,0,0,1540928,3
16411687,30766,1,34602,0,0,1540928,3
16411729,30766,1,34602,0,0,1540928,3
16411747,30766,1,34602,0,0,1540928,3
16411764,30766,1,34602,0,0,1540928,3
16411781,30766,1,34602,0,0,1540928,3
16411797,30766,1,34602,0,0,1540928,3
16411814,30766,1,34602,0,0,1540928,3
16411831,30766,1,34602,0,0,1540928,3
16411847,30766,1,34602,0,0,1540928,3
16411881,30766,1,34602,0,0,1540928,3
16411898,30766,1,34602,0,0,1540928,3
16411914,30766,1,34602,0,0,1540928,3
16411931,30766,1,34602,0,0,1540928,3
16411947,30766,1,34602,0,0,1540928,3
16411964,30766,1,34602,0,0,1540928,3
16411980,30766,1,34602,0,0,1540928,3
16411996,30766,1,34602,0,0,1540928,3
16412026,30766,1,34602,0,0,1540928,3
16412043,30766,1,34602,0,0,1540928,3
16412059,30766,1,34602,0,0,1540928,3
16412075,30766,1,34602,0,0,1540928,3
16412092,30766,1,34602,0,0,1540928,3
16412109,30766,1,34602,0,0,1540928,3
16412126,30766,1,34602,0,0,1540928,3
16412169,30766,1,34602,0,0,1540928,3
16412198,30766,1,34602,0,0,1540928,3
16412215,30766,1,34602,0,0,1540928,3
16412232,30766,1,34602,0,0,1540928,3
16412248,30766,1,34602,0,0,1540928,3
16417073,30766,1,34602,0,0,1540928,3
16417177,30766,1,34602,0,0,1540928,3
16417197,30766,1,34602,0,0,1540928,3
16417216,30766,1,34602,0,0,1540928,3
16417233,30766,1,34602,0,0,1540928,3
16417250,30766,1,34602,0,0,1540928,3
16417266,30766,1,34602,0,0,1540928,3
16417283,30766,1,34602,0,0,1540928,3
16417300,30766,1,34602,0,0,1540928,3
16417329,30766,1,34602,0,0,1540928,3
16417346,30766,1,34602,0,0,1540928,3
16417362,30766,1,34602,0,0,1540928,3
16417379,30766,1,34602,0,0,1540928,3
16417397,30766,1,34602,0,0,1540928,3
16417413,30766,1,34602,0,0,1540928,3
16417430,30766,1,34602,0,0,1540928,3
16417446,30766,1,34602,0,0,1540928,3
16417476,30766,1,34602,0,0,1540928,3
16417494,30766,1,34602,0,0,1540928,3
16417511,30766,1,34602,0,0,1540928,3
16417527,30766,1,34602,0,0,1540928,3
16417543,30766,1,34602,0,0,1540928,3
16417560,30766,1,34602,0,0,1540928,3
16417577,30766,1,34602,0,0,1540928,3
16417597,30766,1,34602,0,0,1540928,3
16417625,30766,1,34602,0,0,1540928,3
16417642,30766,1,34602,0,0,1540928,3
16417658,30766,1,34602,0,0,1540928,3
16417674,30766,1,34602,0,0,1540928,3
16417691,30766,1,34602,0,0,1540928,3
16417708,30766,1,34602,0,0,1540928,3
16417725,30766,1,34602,0,0,1540928,3
16417741,30766,1,34602,0,0,1540928,3
16417775,30766,1,34602,0,0,1540928,3
16417792,30766,1,34602,0,0,1540928,3
16437570,30766,1,34602,0,0,1540928,3
16437633,30766,1,34602,0,0,1540928,3
16437657,30766,1,34602,0,0,1540928,3
16437682,30766,1,34602,0,0,1540928,3
16437705,30766,1,34602,0,0,1540928,3
16437728,30766,1,34602,0,0,1540928,3
16437749,30766,1,34602,0,0,1540928,3
16437770,30766,1,34602,0,0,1540928,3
16442957,30766,1,34602,0,0,1540928,3
16443007,30766,1,34602,0,0,1540928,3
16443029,30766,1,34602,0,0,1540928,3
16443047,30766,1,34602,0,0,1540928,3
16443065,30766,1,34602,0,0,1540928,3
16443084,30766,1,34602,0,0,1540928,3
16443101,30766,1,34602,0,0,1540928,3
16443302,30766,1,34602,0,0,1540928,3
16443326,30766,1,34602,0,0,1540928,3
16451579,30766,1,34602,0,0,1540928,3
16451626,30766,1,34602,0,0,1540928,3
16451648,30766,1,34602,0,0,1540928,3
16451665,30766,1,34602,0,0,1540928,3
16451682,30766,1,34602,0,0,1540928,3
16451729,30766,1,34602,0,0,1540928,3
16451746,30766,1,34602,0,0,1540928,3
16451763,30766,1,34602,0,0,1540928,3
16451779,30766,1,34602,0,0,1540928,3
16451795,30766,1,34602,0,0,1540928,3
16451813,30766,1,34602,0,0,1540928,3
16451830,30766,1,34602,0,0,1540928,3
16451846,30766,1,34602,0,0,1540928,3
16451875,30766,1,34602,0,0,1540928,3
16451891,30766,1,34602,0,0,1540928,3
16451908,30766,1,34602,0,0,1540928,3
16451925,30766,1,34602,0,0,1540928,3
16451942,30766,1,34602,0,0,1540928,3
16451958,30766,1,34602,0,0,1540928,3
16451974,30766,1,34602,0,0,1540928,3
16451991,30766,1,34602,0,0,1540928,3
16452026,30766,1,34602,0,0,1540928,3
16452044,30766,1,34602,0,0,1540928,3
16452061,30766,1,34602,0,0,1540334,3
16452078,30766,1,34602,0,0,1540257,3
16452096,30766,1,34602,0,0,1540086,3
16452113,30766,1,34602,0,0,1539915,3
16452133,30766,1,34602,0,0,1539747,3
16452179,30766,1,34602,0,0,1539747,3
16452209,30766,1,34602,0,0,1535000,3
16452234,30766,1,34602,0,0,1534932,3
16452252,30766,1,34602,0,0,1534573,3
16452271,30766,1,34602,0,0,1534404,3
16452288,30766,1,34602,0,0,1534404,3
16452304,30766,1,34602,0,0,1534404,3
16457166,30766,1,34602,0,0,1534404,3
16457195,30766,1,34602,0,0,1534404,3
16457212,30766,1,34602,0,0,1534404,3
16457229,30766,1,34602,0,0,1534404,3
16457245,30766,1,34602,0,0,1534404,3
16457262,30766,1,34602,0,0,1534404,3
16457305,30766,1,34602,0,0,1534404,3
16457322,30766,1,34602,0,0,1534404,3
16457339,30766,1,34602,0,0,1534404,3
16457356,30766,1,34602,0,0,1534404,3
16457372,30766,1,34602,0,0,1534404,3
16457389,30766,1,34602,0,0,1534404,3
16457405,30766,1,34602,0,0,1534404,3
16457421,30766,1,34602,0,0,1534404,3
16457450,30766,1,34602,0,0,1534404,3
16457467,30766,1,34602,0,0,1534404,3
16457484,30766,1,34602,0,0,1534404,3
16457500,30766,1,34602,0,0,1534404,3
16457516,30766,1,34602,0,0,1534404,3
16457533,30766,1,34602,0,0,1534404,3
16457549,30766,1,34602,0,0,1534404,3
16457566,30766,1,34602,0,0,1534404,3
16457843,30766,1,34602,0,0,1534404,3
16457865,30766,1,34602,0,0,1534404,3
16477450,30766,1,34602,0,0,1534404,3
16477513,30766,1,34602,0,0,1534404,3
16477538,30766,1,34602,0,0,1534404,3
16477562,30766,1,34602,0,0,1534404,3
16477583,30766,1,34602,0,0,1534404,3
16477604,30766,1,34602,0,0,1534404,3
16477627,30766,1,34602,0,0,1534404,3
16477648,30766,1,34602,0,0,1534404,3
16477679,30766,1,34602,0,0,1534404,3
16477852,30766,1,34602,0,0,1534404,3
16477873,30766,1,34602,0,0,1534404,3
16482752,30766,1,34602,0,0,1534404,3
16482798,30766,1,34602,0,0,1534404,3
16482819,30766,1,34602,0,0,1534404,3
16482840,30766,1,34602,0,0,1534404,3
16482856,30766,1,34602,0,0,1534404,3
16482901,30766,1,34602,0,0,1534404,3
16482918,30766,1,34602,0,0,1534404,3
16482935,30766,1,34602,0,0,1534404,3
16482952,30766,1,34602,0,0,1534404,3
16482969,30766,1,34602,0,0,1534404,3
16482985,30766,1,34602,0,0,1534404,3
16483002,30766,1,34602,0,0,1534404,3
16483018,30766,1,34602,0,0,1534404,3
16483046,30766,1,34602,0,0,1534404,3
16483063,30766,1,34602,0,0,1534404,3
16483079,30766,1,34602,0,0,1534404,3
16483096,30766,1,34602,0,0,1534404,3
16483456,30766,1,34602,0,0,1534404,3
16491277,30766,1,34602,0,0,1534404,3
16491324,30766,1,34602,0,0,1534404,3
16491344,30766,1,34602,0,0,1534404,3
16491362,30766,1,34602,0,0,1534404,3
16491383,30766,1,34602,0,0,1534404,3
16491400,30766,1,34602,0,0,1534404,3
16491416,30766,1,34602,0,0,1534404,3
16491464,30766,1,34602,0,0,1534404,3
16491481,30766,1,34602,0,0,1534404,3
16491499,30766,1,34602,0,0,1534404,3
16491515,30766,1,34602,0,0,1534404,3
16491532,30766,1,34602,0,0,1534404,3
16491548,30766,1,34602,0,0,1534404,3
16491564,30766,1,34602,0,0,1534404,3
16491581,30766,1,34602,0,0,1534404,3
16491611,30766,1,34602,0,0,1534404,3
16491627,30766,1,34602,0,0,1534404,3
16491644,30766,1,34602,0,0,1534404,3
16491660,30766,1,34602,0,0,1534404,3
16491677,30766,1,34602,0,0,1534404,3
16491693,30766,1,34602,0,0,1534404,3
16491710,30766,1,34602,0,0,1534404,3
16491726,30766,1,34602,0,0,1534404,3
16491756,30766,1,34602,0,0,1534404,3
16491773,30766,1,34602,0,0,1534404,3
16491790,30766,1,34602,0,0,1534404,3
16491806,30766,1,34602,0,0,1534404,3
16491822,30766,1,34602,0,0,1534404,3
16491839,30766,1,34602,0,0,1534404,3
16491855,30766,1,34602,0,0,1534404,3
16491872,30766,1,34602,0,0,1534404,3
16491897,30766,1,34602,0,0,1534404,3
16491913,30766,1,34602,0,0,1534404,3
16491930,30766,1,34602,0,0,1534404,3
16492228,30766,1,34602,0,0,1534404,3
16496646,30766,1,34602,0,0,1534404,3
16496739,30766,1,34602,0,0,1534404,3
16496759,30766,1,34602,0,0,1534404,3
16496776,30766,1,34602,0,0,1534404,3
16496793,30766,1,34602,0,0,1534404,3
16496809,30766,1,34602,0,0,1534404,3
16496825,30766,1,34602,0,0,1534404,3
16496843,30766,1,34602,0,0,1534404,3
16496860,30766,1,34602,0,0,1534404,3
16496887,30766,1,34602,0,0,1534404,3
16496909,30766,1,34602,0,0,1534404,3
16496927,30766,1,34602,0,0,1534404,3
16496945,30766,1,34602,0,0,1534404,3
16516572,30766,1,34602,0,0,1534404,3
16516637,30766,1,34602,0,0,1534404,3
16516661,30766,1,34602,0,0,1534404,3
16516685,30766,1,34602,0,0,1534404,3
16516706,30766,1,34602,0,0,1534404,3
16516726,30766,1,34602,0,0,1534404,3
16516746,30766,1,34602,0,0,1534404,3
16516766,30766,1,34602,0,0,1534404,3
16516804,30766,1,34602,0,0,1534404,3
16516825,30766,1,34602,0,0,1534404,3
16516845,30766,1,34602,0,0,1534404,3
16516865,30766,1,34602,0,0,1534404,3
16516885,30766,1,34602,0,0,1534404,3
16517025,30766,1,34602,0,0,1534404,3
16517045,30766,1,34602,0,0,1534404,3
16517062,30766,1,34602,0,0,1534404,3
16522256,30766,1,34602,0,0,1534404,3
16522303,30766,1,34602,0,0,1534404,3
16522325,30766,1,34602,0,0,1534404,3
16522342,30766,1,34602,0,0,1534404,3
16522359,30766,1,34602,0,0,1534404,3
16522375,30766,1,34602,0,0,1534404,3
16522391,30766,1,34602,0,0,1534404,3
16522408,30766,1,34602,0,0,1534404,3
16522442,30766,1,34602,0,0,1534404,3
16522460,30766,1,34602,0,0,1534404,3
16522476,30766,1,34602,0,0,1534404,3
16522493,30766,1,34602,0,0,1534404,3
16522510,30766,1,34602,0,0,1534404,3
16522527,30766,1,34602,0,0,1534404,3
16522544,30766,1,34602,0,0,1534404,3
16522822,30766,1,34602,0,0,1534404,3
16531433,30766,1,34602,0,0,1534404,3
16531478,30766,1,34602,0,0,1534404,3
16531501,30766,1,34602,0,0,1534404,3
16531544,30766,1,34602,0,0,1534404,3
16531562,30766,1,34602,0,0,1534404,3
16531578,30766,1,34602,0,0,1534404,3
16531594,30766,1,34602,0,0,1534404,3
16531612,30766,1,34602,0,0,1534404,3
16531636,30766,1,34602,0,0,1534404,3
16531653,30766,1,34602,0,0,1534404,3
16531670,30766,1,34602,0,0,1534404,3
16531695,30766,1,34602,0,0,1534404,3
16531711,30766,1,34602,0,0,1534404,3
16532532,30766,1,34602,0,0,1534404,3
16532572,30766,1,34602,0,0,1534404,3
16532592,30766,1,34602,0,0,1534404,3
16532631,30766,1,34602,0,0,1534404,3
16532648,30766,1,34602,0,0,1534404,3
16532665,30766,1,34602,0,0,1534404,3
16532683,30766,1,34602,0,0,1534404,3
16532700,30766,1,34602,0,0,1534404,3
16532717,30766,1,34602,0,0,1534404,3
16532733,30766,1,34602,0,0,1534404,3
16532750,30766,1,34602,0,0,1534404,3
16532779,30766,1,34602,0,0,1534404,3
16532797,30766,1,34602,0,0,1534404,3
16532813,30766,1,34602,0,0,1534404,3
16532830,30766,1,34602,0,0,1534404,3
16532846,30766,1,34602,0,0,1534404,3
16532863,30766,1,34602,0,0,1534404,3
16532881,30766,1,34602,0,0,1534404,3
16532898,30766,1,34602,0,0,1534404,3
16532924,30766,1,34602,0,0,1534404,3
16532941,30766,1,34602,0,0,1534404,3
16532958,30766,1,34602,0,0,1534404,3
16533124,30766,1,34602,0,0,1534404,3
16537626,30766,1,34602,0,0,1534404,3
16537653,30766,1,34602,0,0,1534404,3
16537670,30766,1,34602,0,0,1534404,3
16537687,30766,1,34602,0,0,1534404,3
16537705,30766,1,34602,0,0,1534404,3
16537722,30766,1,34602,0,0,1534404,3
16537738,30766,1,34602,0,0,1534404,3
16537929,30766,1,34602,0,0,1534404,3
16556470,30766,1,34602,0,0,1534404,3
16556512,30766,1,34602,0,0,1534404,3
16556533,30766,1,34602,0,0,1534404,3
16556551,30766,1,34602,0,0,1534404,3
16556567,30766,1,34602,0,0,1534404,3
16556585,30766,1,34602,0,0,1534404,3
16556603,30766,1,34602,0,0,1534404,3
16556620,30766,1,34602,0,0,1534404,3
16557182,30766,1,34602,0,0,1534404,3
16557224,30766,1,34602,0,0,1534404,3
16562970,30766,1,34602,0,0,1534404,3
16563011,30766,1,34602,0,0,1534404,3
16563031,30766,1,34602,0,0,1534404,3
16563049,30766,1,34602,0,0,1534404,3
16563067,30766,1,34602,0,0,1534404,3
16563084,30766,1,34602,0,0,1534404,3
16563102,30766,1,34602,0,0,1534404,3
16563119,30766,1,34602,0,0,1534404,3
16563170,30766,1,34602,0,0,1534404,3
16563191,30766,1,34602,0,0,1534404,3
16563216,30766,1,34602,0,0,1534404,3
16563234,30766,1,34602,0,0,1534404,3
16576464,30766,1,34602,0,0,1534404,3
16576484,30766,1,34602,0,0,1534404,3
16576495,30766,1,34602,0,0,1534404,3
16576503,30766,1,34602,0,0,1534404,3
16576532,30766,1,34602,0,0,1534404,3
16576541,30766,1,34602,0,0,1534404,3
16576549,30766,1,34602,0,0,1534404,3
16576557,30766,1,34602,0,0,1534404,3
16576566,30766,1,34602,0,0,1534404,3
16576574,30766,1,34602,0,0,1534404,3
16576583,30766,1,34602,0,0,1534404,3
16576591,30766,1,34602,0,0,1534404,3
16576606,30766,1,34602,0,0,1534404,3
16576614,30766,1,34602,0,0,1534404,3
16576624,30766,1,34602,0,0,1534404,3
16576632,30766,1,34602,0,0,1534404,3
16576640,30766,1,34602,0,0,1534404,3
16576648,30766,1,34602,0,0,1534404,3
16576656,30766,1,34602,0,0,1534404,3
